	0	1	2	3	4	5	6	7	8	9
5Alpha-Cholesta-8,24-Dien-3-One	('5alpha-Cholesta-8,24-dien-3-one', 100)	('5alpha-Cholesta-8,24-dien-3beta-ol', 89)	('6alpha,9-Difluoro-11beta-hydroxypregn-4-ene-3,20-dione', 86)	('Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside', 86)	('3-Oxo-5beta-steroid', 86)	('4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol', 86)	('9-Hydroxy-3,5,7,11,13,15,17-octaoxo-nonadecanoyl-[acp]', 86)	"(""(9Z,11E,1'E,3'Z)-12-(1',3'-Hexadienyloxy)-9,11-dodecadienoic acid"", 86)"	('8-Methyl-IQX', 86)	('Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)', 86)
Uridine triphosphate	('Uridine triphosphate', 100)	"(""Uridine 5'-triphosphate"", 95)"	('Triphosphate', 90)	('5-Fluorodeoxyuridine triphosphate', 90)	('Phosphate', 90)	('Uridine', 90)	('Cytidine triphosphate', 88)	('Formamidopyrimidine nucleoside triphosphate', 86)	"(""5'-Guanosyl-methylene-triphosphate"", 86)"	"(""Deoxythymidine 5'-triphosphate"", 86)"
Desmosterol	('Desmosterol', 100)	('DES', 90)	('DES', 90)	('Sterol', 90)	('7-Dehydrodesmosterol', 90)	('Fecosterol', 76)	('Zymosterol', 76)	('Sitosterol', 76)	('Ergosterol', 76)	('Desogestrel', 73)
D-3-Hydroxydodecanoyl-[acyl-carrier protein]	('D-3-Hydroxydodecanoyl-[acyl-carrier protein]', 100)	('(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]', 97)	('(R)-3-Hydroxydecanoyl-[acyl-carrier protein]', 94)	('(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]', 93)	('D-3-Hydroxyhexanoyl-[acyl-carrier protein]', 93)	('(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]', 92)	('(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]', 92)	('(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein]', 91)	('Protein', 90)	('3-Oxododecanoyl-[acyl-carrier protein]', 90)
Acetyl-CoA	('Acetyl-CoA', 100)	('3-Methyl-vinylacetyl-CoA', 90)	('Phenoxyacetyl-CoA', 90)	('[Acetyl-CoA:carbon-dioxide ligase (ADP-forming)]', 90)	('Holo-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)]', 90)	('Biotin-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)]', 90)	('Holo-[acetyl-CoA carboxylase]', 90)	('Biotin-[acetyl-CoA carboxylase]', 90)	('Acetoacetyl-CoA', 90)	('3-Acetoacetyl-CoA', 90)
Xanthosine monophosphate	('NOP', 90)	('Xanthosine', 90)	('Phosphate', 90)	('Inosine monophosphate', 89)	('Guanosine monophosphate', 89)	"(""N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate"", 86)"	"(""2'-Deoxyribonucleoside 5'-monophosphate"", 86)"	"(""6-Methylthiopurine 5'-monophosphate ribonucleotide"", 86)"	"(""6-Methylthioinosine-5'-monophosphate"", 86)"	"(""8-Hydroxydeoxyguanosine 5'-monophosphate"", 86)"
6-Phosphonoglucono-D-lactone	('Tubulysin D', 86)	('D-Proline betaine', 86)	('D-Norvaline', 86)	('6-Acetylmorphine', 86)	('D-Fructose', 86)	('D-arabino-Hexulose', 86)	('Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside', 86)	('D-Quinovosamine', 86)	('9-beta-D-Arabino furanosyl adenine monohydrate', 86)	('Glycoprotein N-acetyl-D-glucosaminyl-phospho-D-mannose', 86)
Orotidylic acid	('Orotidylic acid', 100)	('OT', 90)	('Acid', 90)	('Trimethylcolchicinic acid methyl ether', 86)	('2-n-Propyl-4-oxopentanoic acid', 86)	('Oleic acid methyl ester', 86)	('D-2-Aminopentanoic acid', 86)	('p-Coumaroyl quinic acid', 86)	('(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid ethyl ester', 86)	"(""(9Z,11E,1'E,3'Z)-12-(1',3'-Hexadienyloxy)-9,11-dodecadienoic acid"", 86)"
(S)-2,3-Epoxysqualene	('(S)-2,3-Epoxysqualene', 100)	('EPO', 90)	('Squalene', 90)	('2-n-Propyl-4-oxopentanoic acid', 86)	('2,4-Diketo-3-deoxy-L-rhamnonate', 86)	('2,4-Didehydro-3-deoxy-L-rhamnonate', 86)	('2-Bromo-5-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-4-methoxy-N-methylbenzamide', 86)	('3-Ethynyl-5alpha-androstane-3beta,17beta-diol', 86)	('[SoxY protein]-S-sulfanyl-L-cysteine', 86)	('6alpha,9-Difluoro-11beta-hydroxypregn-4-ene-3,20-dione', 86)
Carbamoyl phosphate	('Carbamoyl phosphate', 100)	('Carbam', 90)	('Phosphate', 90)	"(""Dihydrostreptomycin 3'alpha-phosphate"", 86)"	('(R)-Mevalonic acid 5-phosphate', 86)	('2-Deoxystreptamine 4-phosphate', 86)	('D-altro-Heptulose 7-phosphate', 86)	('1-Archaetidyl-1D-myo-inositol 3-phosphate', 86)	('1-Saturated archaetidyl-1D-myo-inositol 3-phosphate', 86)	('Archaetidylinositol phosphate', 86)
L-Serine	('L-Serine', 100)	('Serine', 95)	('Serine', 95)	('Phosphatidyl-L-serine', 90)	('1,2-Diacyl-sn-glycerol 3-phospho-L-serine', 90)	('3-O-sn-Phosphatidyl-L-serine', 90)	('O3-Phosphatidyl-L-serine', 90)	('S', 90)	('2,3-Bis-O-(geranylgeranyl)-sn-glycero-1-phospho-L-serine', 90)	('N-(2,3-Dihydroxybenzoyl)-L-serine trimer', 90)
(R)-5-Diphosphomevalonate	('(R)-5-Diphosphomevalonate', 100)	('(R)-5-Phosphomevalonate', 96)	('(R)-3,5-Diphosphomevalonate', 96)	('(R)-3-Phosphomevalonate', 91)	('(R)-3,5-Bisphosphomevalonate', 90)	('NAT', 90)	('2-Bromo-5-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-4-methoxy-N-methylbenzamide', 86)	('9-Hydroxy-3,5,7,11,13,15,17-octaoxo-nonadecanoyl-[acp]', 86)	('2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline', 86)	('Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)', 86)
Glyceric acid 1,3-biphosphate	('Acid', 90)	('Phosphate', 90)	('Glyceric acid', 90)	('4-Oxovalproic acid', 86)	('Aromatic amino acid', 86)	('3-Ethynyl-5alpha-androstane-3beta,17beta-diol', 86)	('6alpha,9-Difluoro-11beta-hydroxypregn-4-ene-3,20-dione', 86)	('Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside', 86)	('Propane-1-ol', 86)	('1-Propanol', 86)
4'-Carboxy-5'-Cholesta-8,24-Dien-3'-Ol	('4-Oxovalproic acid', 86)	('4-Keto-VPA', 86)	('2-Bromo-5-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-4-methoxy-N-methylbenzamide', 86)	('Propane-1-ol', 86)	('Propan-1-ol', 86)	('3-Oxo-5beta-steroid', 86)	"(""4'-O-Demethylsordarin"", 86)"	('4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol', 86)	('4-Chlorotoluene', 86)	"(""(9Z,11E,1'E,3'Z)-12-(1',3'-Hexadienyloxy)-9,11-dodecadienoic acid"", 86)"
Urea	('Urea', 100)	('Purpureacin-1', 90)	('Thiourea', 90)	('Glycolylurea', 90)	('1-(Methoxycarbonyl)urea', 90)	('Ethylenethiourea', 90)	('Dimethylenetriurea', 90)	('Methylenediurea', 90)	('Hydroxyurea', 90)	('Purpureaside C', 90)
5alpha-Cholesta-7,24-dien-3beta-ol	('5alpha-Cholesta-7,24-dien-3beta-ol', 100)	('5alpha-Cholesta-8,24-dien-3beta-ol', 97)	('4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol', 92)	('4,4-Dimethyl-5alpha-cholesta-8,24-dien-3beta-ol', 92)	('Cholesta-5,7-dien-3beta-ol', 91)	('Cholesta-5,24-dien-3beta-ol', 91)	('5alpha-Cholest-7-en-3beta-ol', 90)	('5alpha-Cholest-8-en-3beta-ol', 87)	"(""4,4',14alpha-Trimethyl-5alpha-cholesta-8,24-dien-3beta-ol"", 87)"	('4alpha-Carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol', 87)
(R)-5-Phosphomevalonate	('(R)-5-Phosphomevalonate', 100)	('(R)-5-Diphosphomevalonate', 96)	('(R)-3-Phosphomevalonate', 95)	('(R)-3,5-Diphosphomevalonate', 92)	('(R)-3,5-Bisphosphomevalonate', 90)	('NAT', 90)	('2-Bromo-5-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-4-methoxy-N-methylbenzamide', 86)	('trans-5-O-(4-Coumaroyl)-D-quinate', 86)	('9-Hydroxy-3,5,7,11,13,15,17-octaoxo-nonadecanoyl-[acp]', 86)	('2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline', 86)
3-Oxohexanoyl-[acyl-carrier protein]	('3-Oxohexanoyl-[acyl-carrier protein]', 100)	('3-Oxohexadecanoyl-[acyl-carrier protein]', 95)	('Acyl-[acyl-carrier protein]', 95)	('3-Oxodecanoyl-[acyl-carrier protein]', 94)	('Hexanoyl-[acyl-carrier protein]', 92)	('3-Oxododecanoyl-[acyl-carrier protein]', 92)	('3-Oxooctanoyl-[acyl-carrier protein]', 91)	('3-Oxoacyl-[acyl-carrier protein]', 91)	('Protein', 90)	('Acyl-carrier protein', 90)
Zymosterol	('Zymosterol', 100)	('3-Keto-4-methylzymosterol', 90)	('Zymostenol', 90)	('4alpha-Methylzymosterol', 90)	('4alpha-Methylzymosterol-4-carboxylate', 90)	('Sterol', 90)	('Zymosterone', 86)	('Hysterol', 78)	('Desmosterol', 76)	('Xamoterol', 74)
Hexanoyl-[acyl-carrier protein]	('Hexanoyl-[acyl-carrier protein]', 100)	('Acyl-[acyl-carrier protein]', 95)	('Hexadecanoyl-[acyl-carrier protein]', 94)	('Hexadecenoyl-[acyl-carrier protein]', 94)	('Decanoyl-[acyl-carrier protein]', 93)	('3-Oxohexanoyl-[acyl-carrier protein]', 92)	('Octanoyl-[acyl-carrier protein]', 90)	('Oleoyl-[acyl-carrier protein]', 90)	('Protein', 90)	('Dodecanoyl-[acyl-carrier protein]', 90)
(2E)-Decenoyl-[acp]	('(2E)-Decenoyl-[acp]', 100)	('(2E)-Dodecenoyl-[acp]', 94)	('ACP', 90)	('(2E)-Hexadecenoyl-[acp]', 89)	('(2E)-Octadecenoyl-[acp]', 89)	('(2E)-Octenoyl-[acp]', 88)	('(2E)-Hexenoyl-[acp]', 88)	('(2E)-Tetradecenoyl-[acp]', 87)	('9-Hydroxy-3,5,7,11,13,15,17-octaoxo-nonadecanoyl-[acp]', 86)	('S-(2E,6E)-Farnesyl-L-cysteine', 86)
Guanidoacetic acid	('Guanidoacetic acid', 100)	('Guanidinoacetic acid', 95)	('Acid', 90)	('Acetic acid', 90)	('Trimethylcolchicinic acid methyl ether', 86)	('2-n-Propyl-4-oxopentanoic acid', 86)	('Malonic acid', 86)	('(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid ethyl ester', 86)	"(""(9Z,11E,1'E,3'Z)-12-(1',3'-Hexadienyloxy)-9,11-dodecadienoic acid"", 86)"	('(4-Amino-1-hydroxybutylidene)bisphosphonic acid', 86)
(2E)-Hexenoyl-[acp]	('(2E)-Hexenoyl-[acp]', 100)	('ACP', 90)	('(2E)-Hexadecenoyl-[acp]', 89)	('(2E)-Decenoyl-[acp]', 88)	('9-Hydroxy-3,5,7,11,13,15,17-octaoxo-nonadecanoyl-[acp]', 86)	('S-(2E,6E)-Farnesyl-L-cysteine', 86)	('1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8-(2E,4Z-decadienoyloxy)-5,6-octadienoyl)-sn-glycerol', 86)	('(2E)-5-[(1R,2S,4aS,8aS)-1,2,4a,5-Tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]-3-methylpent-2-en-1-yl diposphate', 86)	('(2E)-3-(3,4-Dihydroxyphenyl)prop-2-enoate', 86)	('Lipoyl-[acp]', 86)
4'-Hydroxymethyl-4'-Methyl-5'-Cholesta-8,24-Dien-3'-Ol	('2-n-Propyl-4-oxopentanoic acid', 86)	('4-Oxovalproic acid', 86)	('4-Keto-VPA', 86)	('2,4-Diketo-3-deoxy-L-fuconate', 86)	('2,4-Diketo-3-deoxy-L-rhamnonate', 86)	('2,4-Didehydro-3-deoxy-L-rhamnonate', 86)	('Oleic acid methyl ester', 86)	('Methyl oleate', 86)	('Ethyl (R)-3-hydroxyhexanoate', 86)	('trans-5-O-(4-Coumaroyl)-D-quinate', 86)
Decanoyl-[acyl-carrier protein]	('Decanoyl-[acyl-carrier protein]', 100)	('Dodecanoyl-[acyl-carrier protein]', 97)	('Acyl-[acyl-carrier protein]', 95)	('Hexadecanoyl-[acyl-carrier protein]', 94)	('Octadecanoyl-[acyl-carrier protein]', 94)	('Octanoyl-[acyl-carrier protein]', 93)	('Hexanoyl-[acyl-carrier protein]', 93)	('Tetradecanoyl-[acyl-carrier protein]', 92)	('3-Oxodecanoyl-[acyl-carrier protein]', 92)	('Octadecenoyl-[acyl-carrier protein]', 91)
Argininosuccinic acid	('L-Argininosuccinic acid', 95)	('Succinic acid', 90)	('Acid', 90)	('L-Arginosuccinic acid', 90)	('Trimethylcolchicinic acid methyl ether', 86)	('Malonic acid', 86)	('(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid ethyl ester', 86)	"(""(9Z,11E,1'E,3'Z)-12-(1',3'-Hexadienyloxy)-9,11-dodecadienoic acid"", 86)"	('(4-Amino-1-hydroxybutylidene)bisphosphonic acid', 86)	('Acid Red 26', 86)
L-Palmitoylcarnitine	('L-Palmitoylcarnitine', 100)	('Carnitine', 90)	('2,4-Diketo-3-deoxy-L-rhamnonate', 86)	('2,4-Didehydro-3-deoxy-L-rhamnonate', 86)	('[SoxY protein]-S-sulfanyl-L-cysteine', 86)	('1,2-Diacyl-sn-glycerol 3-phospho-L-serine', 86)	('dTDP-3-amino-4-oxo-2,3,6-trideoxy-L-allose', 86)	('dTDP-3-amino-4-keto-2,3,6-trideoxy-L-allose', 86)	('gamma-(Hydroxymethylphosphinyl)-L-alpha-aminobutyryl-L-alanyl-L-alanine', 86)	('alpha-D-Galactosyl-(1,3)-[alpha-L-fucosyl-(1,2)]-D-galactoside', 86)
proton	('P', 90)	('OT', 90)	('R', 90)	('Prometon', 86)	('Photon', 83)	('Protopine', 80)	('Protein', 77)	('Crotonobetainyl-CoA', 75)	('Myelin proteolipid O-palmitoylprotein', 75)	('O-Palmitoyl-[myelin proteolipid]', 75)
Water	('Water', 100)	('A', 90)	('e-', 90)	('R', 90)	('3-Vinyl bacteriochlorophyllide d', 72)	('Bacteriopheophytin', 72)	('Bacteriopheophytin a', 72)	('6,9,12,15-Octadecatetraenoic acid', 72)	('(6Z,9Z,12Z,15Z)-Octadecatetraenoic acid', 72)	('6Z,9Z,12Z,15Z-Octadecatetraenoic acid', 72)
3-Oxohexadecanoyl-[acyl-carrier protein]	('3-Oxohexadecanoyl-[acyl-carrier protein]', 100)	('3-Oxohexanoyl-[acyl-carrier protein]', 95)	('3-Oxodecanoyl-[acyl-carrier protein]', 95)	('3-Oxotetradecanoyl-[acyl-carrier protein]', 94)	('Hexadecanoyl-[acyl-carrier protein]', 93)	('3-Oxododecanoyl-[acyl-carrier protein]', 92)	('Protein', 90)	('Hexadecenoyl-[acyl-carrier protein]', 90)	('Acyl-carrier protein', 90)	('[Acyl-carrier protein]', 90)
HMA	('HMA', 100)	('Rehmaionoside A', 90)	('H+', 90)	('A', 90)	('Rehmaionoside C', 90)	('Rehmaionoside B', 90)	('HMPA', 86)	('HEMA', 86)	('HFA', 67)	('MMA', 67)
GDP	('GDP', 100)	('8-Oxo-GDP', 90)	('GDP-glucose', 90)	('GDP-D-glucose', 90)	('GDP-alpha-D-glucose', 90)	('GDP-L-galactose', 90)	('P', 90)	('GDP-4-dehydro-D-rhamnose', 90)	('GDP-beta-L-colitose', 90)	('N7-Methyl-GDP', 90)
GTP	('GTP', 100)	('8-Oxo-dGTP', 90)	('P', 90)	('8-Oxo-GTP', 90)	('GTP-gamma-S', 90)	('dGTP', 86)	('Gp', 80)	('XTP', 67)	('ITP', 67)	('GIP', 67)
Presqualene diphosphate	('Presqualene diphosphate', 100)	('Diphosphate', 90)	('Phosphate', 90)	('Squalene', 90)	"(""1,2-Didodecanoyl-sn-glycero-3-cytidine-5'-diphosphate"", 86)"	('(2R,4S)-1,7,7-Trimethylbicyclo[2.2.1]hept-2-yl diphosphate', 86)	('D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate) 1-(trihydrogen diphosphate)', 86)	('1D-myo-Inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate', 86)	"(""Isopentenyladenosine-5'-diphosphate"", 86)"	"(""N6-(Dimethylallyl)adenosine 5'-diphosphate"", 86)"
GMP	('GMP', 100)	"(""3',5'-Cyclic diGMP"", 90)"	('cdiGMP', 90)	"(""Bis-(3',5')-cyclic diGMP"", 90)"	('P', 90)	('8-Br-cGMP', 90)	('8-Bromocyclic GMP', 90)	('N7-Methyl-GMP', 90)	('8-Oxo-dGMP', 90)	('8-Oxo-GMP', 90)
Octanoyl-[acyl-carrier protein]	('Octanoyl-[acyl-carrier protein]', 100)	('Acyl-[acyl-carrier protein]', 95)	('2-Octenoyl-[acyl-carrier protein]', 94)	('Octadecenoyl-[acyl-carrier protein]', 94)	('Dodecanoyl-[acyl-carrier protein]', 94)	('Octadecanoyl-[acyl-carrier protein]', 94)	('Decanoyl-[acyl-carrier protein]', 93)	('3-Oxooctanoyl-[acyl-carrier protein]', 92)	('Oct-2-enoyl-[acyl-carrier protein]', 92)	('Hexanoyl-[acyl-carrier protein]', 90)
3-Mercaptopyruvic acid	('3-Mercaptopyruvic acid', 100)	('Acid', 90)	('Pyruvic acid', 90)	('Trimethylcolchicinic acid methyl ether', 86)	('2,4-Didehydro-3-deoxy-L-rhamnonate', 86)	('3-Ethynyl-5alpha-androstane-3beta,17beta-diol', 86)	('6alpha,9-Difluoro-11beta-hydroxypregn-4-ene-3,20-dione', 86)	('Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside', 86)	"(""2,2',3,3',6,6'-Hexachlorobiphenyl"", 86)"	('1,2-Diacyl-sn-glycerol 3-phospho-L-serine', 86)
2-Phospho-D-glyceric acid	('Acid', 90)	('Glyceric acid', 90)	('Tubulysin D', 86)	('Trimethylcolchicinic acid methyl ether', 86)	('D-Norvaline', 86)	('2-Bromo-5-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-4-methoxy-N-methylbenzamide', 86)	('D-Fructose', 86)	('Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside', 86)	"(""Medioresinol 4'-O-beta-D-glucopyranoside"", 86)"	"(""2'-Palmitoyl/stearoyl-2-O-sulfo-alpha,alpha-trehalose"", 86)"
D-Erythrose 4-phosphate	('D-Erythrose 4-phosphate', 100)	('D-Erythrulose 4-phosphate', 96)	('Imino-D-erythrose 4-phosphate', 95)	('D-Erythrulose 1-phosphate', 92)	('L-Erythrulose 4-phosphate', 92)	('D-Threose 4-phosphate', 91)	('Phosphate', 90)	('D-Erythrose', 90)	('D-Erythritol 4-phosphate', 89)	('L-Erythrulose 1-phosphate', 88)
4'-Formyl-4'-Methyl-5'-Cholesta-8,24-Dien-3'-Ol	('2-n-Propyl-4-oxopentanoic acid', 86)	('4-Oxovalproic acid', 86)	('4-Keto-VPA', 86)	('2,4-Diketo-3-deoxy-L-fuconate', 86)	('2,4-Diketo-3-deoxy-L-rhamnonate', 86)	('Oleic acid methyl ester', 86)	('Methyl oleate', 86)	('2-Bromo-5-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-4-methoxy-N-methylbenzamide', 86)	('Ethyl (R)-3-hydroxyhexanoate', 86)	('Propane-1-ol', 86)
(2E)-Tetradecenoyl-[acp]	('(2E)-Tetradecenoyl-[acp]', 100)	('ACP', 90)	('(2E)-Tetradecenoyl-CoA', 88)	('(2E)-Hexadecenoyl-[acp]', 88)	('(2E)-Octadecenoyl-[acp]', 88)	('(2E)-Decenoyl-[acp]', 87)	('Octanoyl-[acp]', 86)	('Hexanoyl-[acp]', 86)	('9-Hydroxy-3,5,7,11,13,15,17-octaoxo-nonadecanoyl-[acp]', 86)	('1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8-(2E,4Z-decadienoyloxy)-5,6-octadienoyl)-sn-glycerol', 86)
3-Oxotetradecanoyl-[acyl-carrier protein]	('3-Oxotetradecanoyl-[acyl-carrier protein]', 100)	('3-Oxohexadecanoyl-[acyl-carrier protein]', 94)	('Tetradecanoyl-[acyl-carrier protein]', 93)	('3-Oxodecanoyl-[acyl-carrier protein]', 93)	('3-Oxododecanoyl-[acyl-carrier protein]', 91)	('(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]', 90)	('Protein', 90)	('Acyl-carrier protein', 90)	('[Acyl-carrier protein]', 90)	('(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]', 89)
Deoxyadenosine monophosphate	('Deoxyadenosine monophosphate', 100)	"(""2'-Deoxyadenosine 5'-monophosphate"", 95)"	('Deoxyguanosine monophosphate', 93)	('Adenosine', 90)	('Deoxyadenosine', 90)	('Phosphate', 90)	('Deoxyadenosine triphosphate', 87)	"(""N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate"", 86)"	"(""6-Methylthiopurine 5'-monophosphate ribonucleotide"", 86)"	"(""5'-Deoxyadenosine"", 86)"
Ornithine	('Ornithine', 100)	('D-Ornithine', 95)	('L-Ornithine', 95)	('(2R,3R)-3-Methylornithine', 90)	('(3R)-3-Methyl-D-ornithine', 90)	('N5-Dinitrophenyl-L-ornithine methyl ester', 90)	('N5-Hydroxy-L-ornithine', 90)	('delta-N-Hydroxyornithine', 90)	('N-Acetylornithine', 90)	('N2-Acetyl-L-ornithine', 90)
Butyryl-[acyl-carrier protein]	('Butyryl-[acyl-carrier protein]', 100)	('Acyl-[acyl-carrier protein]', 95)	('Acyl-carrier protein', 95)	('[Acyl-carrier protein]', 95)	('Protein', 90)	('Lauroyl-[acyl-carrier protein]', 90)	('gamma-L-Glutamyl-4-aminobutyryl-[acyl carrier protein]', 90)	('gamma-L-Glutamyl-4-amino-2-hydroxybutyryl-[acyl carrier protein]', 90)	('4-Aminobutyryl-[acyl carrier protein]', 89)	('Acetyl-[acyl-carrier protein]', 88)
L-Malic acid	('L-Malic acid', 100)	('Malic acid', 95)	('Malic acid', 95)	('D-Malic acid', 92)	('Acid', 90)	('Al', 90)	('Maleic acid', 87)	('L-N-Hydroxypolyhomomethionine', 86)	('Trimethylcolchicinic acid methyl ether', 86)	('2-n-Propyl-4-oxopentanoic acid', 86)
(R)-3-Hydroxydecanoyl-[acyl-carrier protein]	('(R)-3-Hydroxydecanoyl-[acyl-carrier protein]', 100)	('(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]', 99)	('(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]', 98)	('(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]', 95)	('(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]', 95)	('(R)-3-Hydroxyhexadecanoyl-[acyl-carrier protein]', 95)	('(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]', 95)	('D-3-Hydroxydodecanoyl-[acyl-carrier protein]', 94)	('(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]', 94)	('(3R)-3-Hydroxyhexadecanoyl-[acyl-carrier protein]', 94)
4,4-Dimethyl-14Alpha-Formyl-5Alpha-Cholesta-8,24-Dien-3Beta-Ol	('4,4-Dimethyl-5alpha-cholesta-8,24-dien-3beta-ol', 95)	('4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol', 91)	('5alpha-Cholesta-8,24-dien-3beta-ol', 90)	"(""4,4',14alpha-Trimethyl-5alpha-cholesta-8,24-dien-3beta-ol"", 87)"	('5alpha-Cholesta-7,24-dien-3beta-ol', 87)	('2-n-Propyl-4-oxopentanoic acid', 86)	('4-Oxovalproic acid', 86)	('4-Keto-VPA', 86)	('2,4-Diketo-3-deoxy-L-fuconate', 86)	('2,4-Diketo-3-deoxy-L-rhamnonate', 86)
Xylulose 5-phosphate	('D-Xylulose 5-phosphate', 95)	('L-Xylulose 5-phosphate', 95)	('LOS', 90)	('D-Xylose-5-phosphate', 90)	('1-Deoxy-D-xylulose 5-phosphate', 90)	('Phosphate', 90)	('L-Xylulose 1-phosphate', 90)	('2-Bromo-5-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-4-methoxy-N-methylbenzamide', 86)	('trans-5-O-(4-Coumaroyl)-D-quinate', 86)	"(""Dihydrostreptomycin 3'alpha-phosphate"", 86)"
6-Phosphogluconic acid	('HOG', 90)	('Acid', 90)	('Trimethylcolchicinic acid methyl ether', 86)	"(""2,2',3,3',6,6'-Hexachlorobiphenyl"", 86)"	('Malonic acid', 86)	('(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid ethyl ester', 86)	"(""(9Z,11E,1'E,3'Z)-12-(1',3'-Hexadienyloxy)-9,11-dodecadienoic acid"", 86)"	('(4-Amino-1-hydroxybutylidene)bisphosphonic acid', 86)	('Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)', 86)	('dTDP-4-oxo-2,6-dideoxy-alpha-D-glucose', 86)
Adenylsuccinic acid	('Adenylosuccinic acid', 97)	('Acid', 90)	('Trimethylcolchicinic acid methyl ether', 86)	('2-n-Propyl-4-oxopentanoic acid', 86)	('Malonic acid', 86)	('(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid ethyl ester', 86)	"(""(9Z,11E,1'E,3'Z)-12-(1',3'-Hexadienyloxy)-9,11-dodecadienoic acid"", 86)"	('(4-Amino-1-hydroxybutylidene)bisphosphonic acid', 86)	('Acid Red 26', 86)	('2-Acetoxybenzenecarboxylic acid', 86)
Glucose 6-phosphate	('Glucose 6-phosphate', 100)	('D-Glucose 6-phosphate', 95)	('alpha-D-Glucose 6-phosphate', 95)	('beta-D-Glucose 6-phosphate', 95)	('2-Deoxy-D-glucose 6-phosphate', 90)	('Glucose', 90)	('D-Glucose 1-phosphate', 90)	('Phosphate', 90)	('3-Dehydro-D-glucose 6-phosphate', 90)	('beta-D-Glucose 1-phosphate', 89)
5,10-Methenyltetrahydrofolic acid	('Folic acid', 90)	('Tetrahydrofolic acid', 90)	('5,10-Methenyltetrahydrofolate', 87)	('4-Oxovalproic acid', 86)	('Aromatic amino acid', 86)	('Aromatic L-amino acid', 86)	('D-2-Aminovaleric acid', 86)	('2-Bromo-5-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-4-methoxy-N-methylbenzamide', 86)	('Gibberellic acid', 86)	('(R)-10-Hydroxystearate', 86)
(S)-Dihydroorotate	('(S)-Dihydroorotate', 100)	('(S)-4,5-Dihydroorotate', 95)	('L-Dihydroorotate', 91)	('Orotate', 90)	('[SoxY protein]-S-sulfanyl-L-cysteine', 86)	('S-(2E,6E)-Farnesyl-L-cysteine', 86)	('S-trans-trans-Farnesylcysteine', 86)	('(S)-2-Aceto-2-hydroxybutanoate', 86)	('(S)-2-Hydroxy-2-ethyl-3-oxobutanoate', 86)	('(S)-alpha-Amino-1H-imidazole-4-propionic acid', 86)
