	0	1	2	3	4	5	6	7	8	9
Glycine	('glycine', 100)	('&gamma;-L-glutamyl-glycylglycine', 90)	('mycosporine-glycine-alanine', 90)	('mycosporine glycine', 90)	('cyclopropylglycine', 90)	('vinylglycine', 90)	('N-ethylglycine', 90)	('S-methyl-L-cysteinylglycine', 90)	('S-(1-hydroxyhexan-3-yl)-L-cysteinylglycine', 90)	('S-(4-hydroxy-3-methylbutan-2-yl)-L-cysteinylglycine', 90)
Oxygen	('oxygen', 100)	('10-deoxygeniposidate', 90)	('an unknown oxygen source', 90)	"(""2'-hydroxygenistein"", 90)"	('2-cyano-6-hydroxybenzothiazole', 75)	('2,3-dihydroxy-4-methoxybenzoate', 75)	('3-amino-4-hydroxybenzoate-adenylate', 75)	('5-hydroxybenzimidazole', 75)	('5-methoxybenzimidazole', 75)	('3-(4-hydroxybenzyl)-malate', 75)
Cholesterol	('cholesterol', 100)	('(22R)-hydroxycholesterol', 90)	('(25R)-7&alpha;,26-dihydroxycholesterol', 90)	('(20R,22R)-dihydroxycholesterol', 90)	('20&alpha;-hydroxycholesterol', 90)	('cholesterol sulfate', 90)	('(25R)-26-oxocholesterol', 90)	('(25S)-26-oxocholesterol', 90)	('cholesterol 7&alpha;,8&alpha;-epoxide', 90)	('(25R)-26-hydroxycholesterol', 90)
Fumaric acid	('pseudolaric acid C', 86)	('pseudolaric acid A', 86)	('pseudolaric acid B', 86)	('(+)-dehydrodiconiferyl acid carboxylate', 86)	('juvenile hormone I acid', 86)	('juvenile hormone III acid', 86)	('juvenile hormone II acid', 86)	('dihydromonacolin L acid', 86)	('3&alpha;-hydroxy-3,5-dihydromonacolin L acid', 86)	('O-perylenebutylmethylphosphonic-acid-p-nitrophenyl ester', 86)
Squalene	('squalene', 100)	('hydroxysqualene', 90)	('2-azasqualene', 90)	('presqualene diphosphate', 90)	('3-methyl-1,2-didehydro-2,3-dihydrosqualene', 90)	('(3S)-2,3-epoxy-2,3-dihydrosqualene', 90)	('(3S,22S)-2,3:22,23-diepoxy-2,3,22,23-tetrahydrosqualene', 90)	('(E) &gamma;-bisabolene', 68)	('(Z) &gamma;-bisabolene', 68)	('(E)-&alpha;-bisabolene', 68)
Ubiquinone-1	('ubiquinone-1', 100)	('ubiquinone-10', 96)	('ubiquinone-7', 92)	('ubiquinone-9', 92)	('ubiquinone-2', 92)	('ubiquinone-6', 92)	('ubiquinone-0', 92)	('ubiquinone-4', 92)	('ubiquinone-8', 92)	('ubiquinol-1', 87)
Isopentenyl pyrophosphate	('isopentenyl phosphate', 91)	('bromohydrin of isopentenyl pyrophosphate', 90)	('phosphate', 90)	('isopentenyl diphosphate', 88)	('p-(bromoacetamido)phenyl uridyl pyrophosphate', 86)	('4-amino-2-trifluoromethyl 5-hydroxymethylpyrimidine pyrophosphate', 86)	"(""N<sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-monophosphate"", 86)"	"(""N<sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-diphosphate"", 86)"	"(""N<sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-triphosphate"", 86)"	('phosphinate', 81)
D-Ribose 5-phosphate	('D-ribulose 5-phosphate', 95)	('aldehydo-D-ribose 5-phosphate', 95)	('&beta;-D-ribose 5-phosphate', 95)	('&alpha;-D-ribose 5-phosphate', 95)	('D-ribose 5-triphosphate', 93)	('L-ribulose 5-phosphate', 90)	('2-deoxy-&alpha;-D-ribose 5-phosphate', 90)	('&alpha;-D-ribose-1-phosphate', 90)	('D-ribulose 1-phosphate', 90)	('phosphate', 90)
(2E)-Octenoyl-[acp]	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)	('N-[(3R)-8-[(2E)-but-2-enoyl]-6-(5,6-dihydropyridin-2-yl)-2-oxo-4,8-dihydro-3H-1,5-oxathiocin-3-yl]acetamide', 86)	('(2E,4E)-2-methyl-6-oxohepta-2,4-dienal', 86)	('3-[(2R)-3,5-dioxo-4-[(2E.4S,6S,8E,10E,12E)-4,6,12-trimethyltetradeca-2,8,10,12-tetraenoyl]pyrrolidin-2-yl]-2-hydroxy-2-methylpropanoate', 86)	('(2E)-3-methyl-4,6-dioxohept-2-enedioate', 86)	('(2E)-2-methyl-4,6-dioxohept-2-enedioate', 86)	('9-hydroxy-3,5,7,11,13,15,17,19-octaoxohenicosanoyl-[acp]', 86)	('3,5,7,9,11,13,15,17,19-nonaoxohenicosanoyl-[acp]', 86)	('(2E,4E,6E)-7-hydroxy-5-methylhepta-2,4,6-trienal', 86)
Phosphoribosylformylglycineamidine	('glycine', 90)	('glycinamide', 82)	('phosphite', 70)	('phosphide', 70)	('2-phosphono-formylglycerate', 69)	('lycorine', 68)	('vinylglycine', 68)	('(-)-glycinol', 68)	('glycine betaine', 68)	('L-lysine', 68)
Hydrogen carbonate	('hydrogencarbonate', 97)	('carbonate', 90)	('2-amino-5-chlorophenyl carbonate', 86)	('hydrogen (1S)-1-[(2S)-2-amino-4-methylpentanamido]ethylphosphonate', 86)	('hydrogen ethanimidoylphosphonate', 86)	('dipotassium hydrogen phosphate', 86)	('diammonium hydrogen phosphate', 86)	('mono-methyl hydrogen succinate', 86)	('hydrogen cyanide', 76)	('borate', 75)
L-Glutamine	('L-glutamine', 100)	('D-glutamine', 91)	('&alpha;-N-phenylacetyl-L-glutamine', 90)	('L-alanyl-L-glutamine', 90)	('N-carbobenzyloxy-L-glutamine', 90)	('N<sup>5</sup>-methyl-L-glutamine', 90)	('N<sup>5</sup>-phenyl-L-glutamine', 90)	"(""N<sup>5</sup>-(cytidine 5'-diphosphoramidyl)-L-glutamine"", 90)"	('(indol-3-yl)acetyl-L-glutamine', 90)	('&beta;-citryl-L-glutamine', 90)
Phosphohydroxypyruvic acid	('tenuazonic acid', 86)	('guadinomic acid', 86)	('huvastatin acid', 86)	('pravastatin acid', 86)	('lovastatin acid', 86)	('monacolin J acid', 86)	('3&alpha;-hydroxy-3,5-dihydromonacolin L acid', 86)	('monacolin L acid', 86)	('O-perylenebutylmethylphosphonic-acid-p-nitrophenyl ester', 86)	('clorobiocic acid', 86)
14-Demethyllanosterol	('14-demethyllanosterol', 100)	('lanosterol', 90)	('4&alpha;,14&alpha;-dimethyl-porifersta-8,25(27)-dienol', 86)	('(3S,5R,10R,12S,14S,15R,16R)-3,5,10,14,15-pentahydroxy-12,16-dimethylicosan-2-one', 86)	('cis-N-methyl-(S)-7,8,13,14-tetrahydroprotoberberine', 86)	('3-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]phenol', 86)	('(11Z,14Z,17Z)-icosa-11,14,17-trienoate', 86)	('gibberellin A<sub>14</sub>-aldehyde', 86)	('4&alpha;-carboxy-4&beta;,14&alpha;-dimethyl-9&beta;,19-cyclo-5&alpha;-ergost-24(24<sup>1</sup>)-en-3&beta;-ol', 86)	('4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8-en-3&beta;-ol', 86)
4,4-Dimethyl-14Alpha-Hydroxymethyl-5Alpha-Cholesta-8,24-Dien-3Beta-Ol	('4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8-en-3&beta;-ol', 92)	('1,4-dideoxy-1,4-imino-D-mannitol', 86)	('6-bromo-4-cyclohexene-1,2,3-triol', 86)	('S-(hydroxymethyl)bacillithiol', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)	('N-[(3R)-8-[(2E)-but-2-enoyl]-6-(5,6-dihydropyridin-2-yl)-2-oxo-4,8-dihydro-3H-1,5-oxathiocin-3-yl]acetamide', 86)	('(22&alpha;)-hydroxy-campest-4-en-3-one', 86)	('(2Z,4Z)-2-chloro-5-hydroxyhexa-2,4-dienedioate', 86)	('(2Z,4Z)-2-amino-5-chlorohexa-2,4-dienedioate', 86)	('(2Z,4Z)-2-amino-5-chloro-6-oxohexa-2,4-dienoate', 86)
Cytidine monophosphate	"(""cytidine 2'-monophosphate"", 95)"	"(""cytidine-3'-monophosphate"", 95)"	('cytidine', 90)	('phosphate', 90)	"(""cyclic 3',5'-cytidine monophosphate"", 90)"	"(""2'-deoxycytidine 3'-monophosphate"", 86)"	"(""2'-deoxyguanosine 3'-monophosphate"", 86)"	"(""2'-deoxyadenosine 3'-monophosphate"", 86)"	"(""puromycin aminonucleoside 5'-monophosphate"", 86)"	"(""4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol"", 86)"
Tetradecanoyl-[acyl-carrier protein]	('tetra-acyl estolide', 86)	('tri-acyl estolide', 86)	('des-acyl avenacin A', 86)	('a [protein]-N<sup>6</sup>-[1,1-(5-adenosylyl-&alpha;-D-ribose-1,2-di-O-yl)ethyl]-L-lysine', 86)	('2-(4-hydroxylaminophenyl)-L-seryl-[CmlP-peptidyl-carrier-protein]', 86)	('[acyl-carrier protein]-group', 83)	('decanoyl-CoA', 75)	('decane', 75)	('tetradecanal', 75)	('tetradecan-1-ol', 72)
Adenosine monophosphate	"(""adenosine 2'-monophosphate"", 95)"	"(""adenosine 3'-monophosphate"", 95)"	('adenosine', 90)	('phosphate', 90)	"(""puromycin aminonucleoside 5'-monophosphate"", 86)"	"(""adenosine 5'-monophosphomorpholidate"", 86)"	"(""cytidine 2',3'-cyclic monophosphate"", 86)"	"(""cyclic 3',5'-thymidine monophosphate"", 86)"	"(""guanosine 2'-monophosphate"", 86)"	"(""guanosine 3'-monophosphate"", 86)"
Tetrahydrofolic acid	('(+)-dehydrodiconiferyl acid carboxylate', 86)	('3&alpha;-hydroxy-3,5-dihydromonacolin L acid', 86)	('O-perylenebutylmethylphosphonic-acid-p-nitrophenyl ester', 86)	('elenolic acid', 86)	('monic acid', 86)	('ulvanobiouronic acid 3-sulfate A', 86)	('ulvanobiouronic acid 3-sulfate B', 86)	('L-aceric acid', 86)	('dihydroartemisinic acid hydroperoxide', 86)	('tannic acid', 86)
 Acyl Carrier Protein	('[acyl-carrier protein]-group', 95)	('[polyketide synthase acyl-carrier protein]-group', 90)	('L-thyroxine acyl &beta;-D-glucuronide', 86)	('mycophenolic acid O-acyl-glucuronide', 86)	"(""3,5,3'-triiodo-L-thyronine acyl &beta;-D-glucuronide"", 86)"	('monodeglucosyl des-acyl avenacin A', 86)	('isonicotinate acyl-NADH adduct', 86)	('[peptidyl-carrier protein] group', 86)	('a [protein]-N<sup>6</sup>-[1,1-(5-adenosylyl-&alpha;-D-ribose-1,2-di-O-yl)ethyl]-L-lysine', 86)	('2-acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)', 86)
Dihydroxyacetone phosphate	('hydroxyacetone phosphate', 96)	('hydroxyacetone', 90)	('dihydroxyacetone', 90)	('phosphate', 90)	('acetone', 90)	('&omega;-saturated C55 dolichol phosphate', 86)	('N-acetyl-&beta;-neuraminate 9-phosphate', 86)	('&alpha;-D-ribose-1-[N-(phosphonomethyl)glycine] 5-phosphate', 86)	('&alpha;-D-ribose-1-(2-N-acetamidomethylphosphonate) 5-phosphate', 86)	('2-O-(&alpha;-D-glucopyranosyl)-sn-glycerol 3-phosphate', 86)
dADP	('dADP', 100)	('8-oxo-dADP', 90)	('2-hydroxy-dADP', 90)	('8-hydroxy-dADP', 90)	('ADP', 86)	('dTDP', 75)	('dCDP', 75)	('dUDP', 75)	('dATP', 75)	('dGDP', 75)
(2E)-Hexadecenoyl-[acp]	('(2E)-hexadecenoyl-CoA', 88)	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)	('N-[(3R)-8-[(2E)-but-2-enoyl]-6-(5,6-dihydropyridin-2-yl)-2-oxo-4,8-dihydro-3H-1,5-oxathiocin-3-yl]acetamide', 86)	('(2E,4E)-2-methyl-6-oxohepta-2,4-dienal', 86)	('3-[(2R)-3,5-dioxo-4-[(2E.4S,6S,8E,10E,12E)-4,6,12-trimethyltetradeca-2,8,10,12-tetraenoyl]pyrrolidin-2-yl]-2-hydroxy-2-methylpropanoate', 86)	('(2E)-3-methyl-4,6-dioxohept-2-enedioate', 86)	('(2E)-2-methyl-4,6-dioxohept-2-enedioate', 86)	('9-hydroxy-3,5,7,11,13,15,17,19-octaoxohenicosanoyl-[acp]', 86)	('3,5,7,9,11,13,15,17,19-nonaoxohenicosanoyl-[acp]', 86)
L-Lactic acid	('N6-acetyl-L-&beta;-lysine', 86)	('(L-firefly luciferyl)adenylate', 86)	('L-glutamyl-L-glutamate', 86)	('N(&alpha;)-benzyloxycarbonyl-L-leucine', 86)	('&gamma;-L-glutamyl-glycylglycine', 86)	('cyanidin 3-O-(4-coumaroyl-&alpha;-L-rhamnosyl-(1&rarr;6)-&beta;-D-glucoside', 86)	('delphinidin 3-O-(4-coumaroyl-&alpha;-L-rhamnosyl-(1&rarr;6)-&beta;-D-glucoside', 86)	('(+)-dehydrodiconiferyl acid carboxylate', 86)	('L-prolyl-trans-4-hydroxy-L-proline', 86)	('a mature peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-meso-2,6-diaminopimeloyl-glycine) tetrapeptide', 86)
QH2	('sch210971', 60)	('DQ-2556', 60)	('sch210972', 60)	('(20S)-ginsenoside Rh2', 60)	('heliocide H2', 60)	('EFTH2', 60)	('RS-CH2-CH(NH3+)COO-', 60)	('quinolin-2(1H)-one', 57)	('isoquinolin-2(1H)-one', 57)	('HX', 45)
Sedoheptulose 1,7-bisphosphate	('D-sedoheptulose 1,7-bisphosphate', 97)	('phosphate', 90)	('D-sedoheptulose 1-phosphate', 88)	('1-aminobenzotriazole', 86)	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('5-methyl-N-(4-nitrophenyl)-1-oxo-1&lambda;<sup>4</sup>-thiophene-2-carboxamide', 86)	"(""kaempferol 7-O-&beta;-D-(6''-O-malonyl)-glucoside"", 86)"	('1-dotriacontanol', 86)	('5-methyl-N-(4-nitrophenyl)-1,1-dioxo-1&lambda;<sup>6</sup>-thiophene-2-carboxamide', 86)
L-Cystine	('L-cystine', 100)	('L-cysteine', 95)	('D-cystine', 89)	('N6-acetyl-L-&beta;-lysine', 86)	('(L-firefly luciferyl)adenylate', 86)	('L-glutamyl-L-glutamate', 86)	('N(&alpha;)-benzyloxycarbonyl-L-leucine', 86)	('L-threo-isocitrate', 86)	('L-leucyl-L-serine', 86)	('&gamma;-L-glutamyl-glycylglycine', 86)
Citric acid	('nitric acid', 91)	('citric acid monohydrate', 90)	('pseudolaric acid C', 86)	('pseudolaric acid A', 86)	('pseudolaric acid B', 86)	('(+)-dehydrodiconiferyl acid carboxylate', 86)	('juvenile hormone I acid', 86)	('juvenile hormone III acid', 86)	('juvenile hormone II acid', 86)	('dihydromonacolin L acid', 86)
4alpha-Methylzymosterol	('zymosterol', 90)	('zymostenol', 81)	('3-dehydro-4-methylzymosterol', 78)	('zymosterone', 77)	('24-methyldesmosterol', 74)	('nerol', 72)	('&alpha;-methyl-tyrosine', 71)	('steviol', 69)	('methylwyosine', 69)	('14-demethyllanosterol', 68)
3-phospho-D-glycerate	('3-phospho-D-glycerate', 100)	('2-phospho-D-glycerate', 95)	('2,3-diphospho-D-glycerate', 91)	('D-glycerate', 90)	('2-O-(&alpha;-D-glucopyranosyl)-3-phospho-D-glycerate', 90)	('2-O-(&alpha;-D-mannosyl)-3-phospho-D-glycerate', 90)	('2-[2-O-(&alpha;-D-mannopyranosyl)-(1&rarr;2)-&alpha;-D-glucopyranosyl]-3-phospho-D-glycerate', 90)	('1,4-dideoxy-1,4-imino-D-mannitol', 86)	('6-bromo-4-cyclohexene-1,2,3-triol', 86)	('(R)-3,4-dihydroxymandelonitrile &beta;-D-glucoside', 86)
Uridine 5'-monophosphate	"(""uridine 2'-monophosphate"", 96)"	"(""uridine 3'-monophosphate"", 96)"	"(""cyclic 3'5'-uridine monophosphate"", 95)"	"(""tubercidine 5'-monophosphate"", 92)"	('uridine', 90)	"(""uridine 2'3'-cyclic monophosphate"", 90)"	('phosphate', 90)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)
Uridine 5'-diphosphate	('uridine', 90)	"(""2'-azido-2'-deoxyuridine-5'-diphosphate"", 90)"	"(""2'-chloro-2'-deoxyuridine-5'-diphosphate"", 90)"	"(""uridine-5'-diphosphate chloroacetol"", 90)"	('diphosphate', 90)	"(""uridine-5'-diphosphate bromoacetol"", 90)"	('phosphate', 90)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)
biomasss	('IMP', 60)	('neocarrabiose sulfate', 56)	('spirobrassinin', 56)	('dipotassium hydrogen phosphate', 56)	('Batimastat', 56)	('DIBOA', 54)	('biolumazine', 53)	('thiomarinol B', 53)	('[Cys]-S-bimane', 51)	('&beta;-isomaltose', 50)
L-Carnitine	('L-carnitine', 100)	('D-carnitine', 91)	('O-palmitoyl-L-carnitine', 90)	('O-myristoyl-L-carnitine', 90)	('O-stearoyl-L-carnitine', 90)	('O-oleoyl-L-carnitine', 90)	('O-octanoyl-L-carnitine', 90)	('O-hexanoyl-L-carnitine', 90)	('O-decanoyl-L-carnitine', 90)	('O-lauroyl-L-carnitine', 90)
Glycineamideribotide	('glycine', 90)	('glycinamide', 82)	('neamine', 77)	('azide', 72)	('acetamide', 70)	('cyanamide', 70)	('lycorine', 68)	('(-)-glycinol', 68)	('oleamide', 68)	('glycitin', 68)
Adenosine diphosphate	('adenosine', 90)	('diphosphate', 90)	('phosphate', 90)	('[5-(aminomethyl)furan-3-yl]methyl diphosphate', 86)	"(""N<sup>7</sup>-methylguanosine 5'-diphosphate"", 86)"	"(""2'-deoxyuridine 5'-&alpha;,&beta;-imido-diphosphate"", 86)"	"(""2'-deoxy-5-methylycytidine diphosphate"", 86)"	"(""adenosine 5'-monophosphomorpholidate"", 86)"	"(""a 5'-phosphonucleoside 3'-diphosphate"", 86)"	('2-(&alpha;-lactyl)-thiamine diphosphate', 86)
10-Formyltetrahydrofolate	('folate', 90)	('10-formyl-tetrahydropteroate', 87)	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)	('(3Z,5S,6E,8E,10E)-1-aminododeca-3,6,8,10-tetraen-5-ol', 86)	('3-[(2R)-3,5-dioxo-4-[(2E.4S,6S,8E,10E,12E)-4,6,12-trimethyltetradeca-2,8,10,12-tetraenoyl]pyrrolidin-2-yl]-2-hydroxy-2-methylpropanoate', 86)	('1-[4,5,7,10-tetrahydroxy-3-(3-oxobutanoyl)anthracen-2-yl]pentane-1,2,4-trione', 86)	('(4S)-2-acetyl-3,4,8,10,11,12-hexahydroxy-1,4-dihydrotetracen-1-one', 86)	('5,10-methenyl-tetrahydrofolate di-L-glutamate', 86)	('5,10-methenyltetrahydrofolate tri-L-glutamate', 86)	('5,10-methenyltetrahydrofolate mono-L-glutamate', 86)
5Alpha-Cholesta-8,24-Dien-3-One	('5&alpha;-cholesta-7,24-dien-3-one', 94)	('5&alpha;-cholesta-8-en-3-one', 88)	('(R)-3,4-dihydroxymandelonitrile &beta;-D-glucoside', 86)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)	('(3Z,5S,6E,8E,10E)-1-aminododeca-3,6,8,10-tetraen-5-ol', 86)	('(1E,3S,4Z)-7-amino-1-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}hepta-1,4-dien-3-ol', 86)
Uridine triphosphate	('uridine', 90)	('triphosphate', 90)	('phosphate', 90)	('&alpha;-D-ribose-1-[N-(phosphonomethyl)glycine] 5-triphosphate', 86)	('&alpha;-D-ribose 1-(acetamidomethylphosphonate) 5-triphosphate', 86)	"(""(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate"", 86)"	('[1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl-(4-aminophenyl)-1-deoxy-5-[1-&alpha; -D- ribofuranosyl triphosphate]-D-ribitol', 86)	"(""3'-deoxyadenosine 5'-triphosphate"", 86)"	('6-aza-uridine', 86)	"(""uridine 2'3'-cyclic monophosphate"", 86)"
Desmosterol	('desmosterol', 100)	('7-dehydrodesmosterol', 90)	('24-methyldesmosterol', 90)	('ergosterol', 76)	('zymosterol', 76)	('sitosterol', 76)	('fecosterol', 76)	('nerol', 72)	('episterol', 70)	('testosterone', 70)
D-3-Hydroxydodecanoyl-[acyl-carrier protein]	('D-threo-isocitrate', 86)	"(""3',5'-di-C-glucosylphloretin"", 86)"	('3-hydroxy-5-oxohexanoyl-CoA', 86)	('7-&alpha;-D-ribosyladenine', 86)	('(1E,3S,4Z)-7-amino-1-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}hepta-1,4-dien-3-ol', 86)	('(1S,2Z)-5-amino-1-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)pent-2-en-1-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydro-1H-pyridin-2-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydropyridine', 86)	('(2R)-3-{[1-(5,6-dihydropyridin-2-yl)-2-hydroxy-2-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}ethyl]sulfanyl}-2-acetamidopropanoate', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)
Acetyl-CoA	('acetyl-CoA', 100)	('(3,5-dihydroxyphenyl)acetyl-CoA', 90)	('4-coumaroylacetyl-CoA', 90)	('4-hydroxyphenylacetyl-CoA', 90)	('3,4-dihydroxyphenylacetyl-CoA', 90)	('3-hydroxyphenylacetyl-CoA', 90)	('(2-aminobenzoyl)acetyl-CoA', 90)	('phenylacetyl-CoA', 90)	('3-methylvinylacetyl-CoA', 90)	('(1-hydroxycyclohexan-1-yl)acetyl-CoA', 90)
Xanthosine monophosphate	('xanthosine', 90)	('phosphate', 90)	"(""puromycin aminonucleoside 5'-monophosphate"", 86)"	"(""cyclic 3',5'-thymidine monophosphate"", 86)"	"(""guanosine 2',3'-cyclic monophosphate"", 86)"	"(""adenosine 2',3'-cyclic monophosphate"", 86)"	('all-trans-geranyl-geranyl monophosphate', 86)	('cyclic pyranopterin monophosphate hydrate', 86)	"(""N<sup>2</sup>-hydroxyguanosine 5'-monophosphate"", 86)"	"(""N<sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-monophosphate"", 86)"
6-Phosphonoglucono-D-lactone	('D-threo-isocitrate', 86)	('(R)-3,4-dihydroxymandelonitrile &beta;-D-glucoside', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	"(""kaempferol 7-O-&beta;-D-(6''-O-malonyl)-glucoside"", 86)"	('5-methyl-N-(4-nitrophenyl)-1,1-dioxo-1&lambda;<sup>6</sup>-thiophene-2-carboxamide', 86)	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)	('(3Z,5S,6E,8E,10E)-1-aminododeca-3,6,8,10-tetraen-5-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydro-1H-pyridin-2-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydropyridine', 86)	('(2R)-3-{[1-(5,6-dihydropyridin-2-yl)-2-hydroxy-2-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}ethyl]sulfanyl}-2-acetamidopropanoate', 86)
Orotidylic acid	('(+)-dehydrodiconiferyl acid carboxylate', 86)	('juvenile hormone I acid', 86)	('juvenile hormone III acid', 86)	('juvenile hormone II acid', 86)	('dihydromonacolin L acid', 86)	('3&alpha;-hydroxy-3,5-dihydromonacolin L acid', 86)	('O-perylenebutylmethylphosphonic-acid-p-nitrophenyl ester', 86)	('8-demethylnovobiocic acid', 86)	('monic acid', 86)	('ulvanobiouronic acid 3-sulfate A', 86)
(S)-2,3-Epoxysqualene	('squalene', 90)	('6-bromo-4-cyclohexene-1,2,3-triol', 86)	('(2S)-2-{[1-(R)-carboxyethyl]amino}pentanoate', 86)	('(R)-3,4-dihydroxymandelonitrile &beta;-D-glucoside', 86)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	('2-cyano-6-hydroxybenzothiazole', 86)	('1-deoxy-2,3-hexodiulose-6-phosphate', 86)	('(Z)-N-hydroxy-2-(4-hydroxyphenyl)acetimidothioate', 86)	('(2Z,3Z)-deca-2,3-dienoyl-N-acetylcysteamine', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"
Carbamoyl phosphate	('carbamoyl phosphate', 100)	('phosphate', 90)	('1-deoxy-2,3-hexodiulose-6-phosphate', 86)	('&omega;-saturated C55 dolichol phosphate', 86)	('N-acetyl-&beta;-neuraminate 9-phosphate', 86)	('&alpha;-D-ribose-1-[N-(phosphonomethyl)glycine] 5-phosphate', 86)	('&alpha;-D-ribose-1-(2-N-acetamidomethylphosphonate) 5-phosphate', 86)	"(""6-hydroxyuridine 5'-phosphate"", 86)"	"(""validoxylamine A 7'-phosphate"", 86)"	('&beta;-L-arabinose 1-phosphate', 86)
L-Serine	('L-serine', 100)	('L-leucyl-L-serine', 90)	('N-(2,3-dihydroxybenzoyl)-L-serine dimer', 90)	('O-citryl-L-serine', 90)	('iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine trimer] complex', 90)	('iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine] complex', 90)	('a [myosin light-chain] L-serine', 90)	('&alpha;-(hydroxymethyl)serine', 90)	('N-acetyl-L-serine', 90)	('N,O-bisacetyl-L-serine', 90)
