MetaCycId	Uniprot	lSpecies	lCatalyzes	Names	lGenes	Locations	Component_of	Components	Go_terms	modified_form	component_coefficients	appears_in_left_side_of	isozyme_sequence_similarity
|CPLX-7579|		['|TAX-43687|']	['|ENZRXN-14669|']	['3-hydroxypropionyl-CoA synthetase (AMP-forming)', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-13728|']	[]	[]	[]	[]	[]
|MONOMER-6327|		['|TAX-3827|']	['|ENZRXN-6587|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX5F9-3249|		['|TAX-101510|']	[]	['phthalate 3,4-dioxygenase terminal component', 'Protein', 'a protein']	[]	[]	['|CPLX5F9-3251|']	['|RHA1_RO10208-MONOMER|', '|RHA1_RO10209-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-2263|	Q58540	['|TAX-2190|']	['|ENZRXN-2384|']	['ComB', 'Protein', '2-phosphosulfolactate phosphatase', 'a protein']	['|G-1623|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-8008|		['|TAX-59406|']	['|ENZRXN-17475|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-15416|']	[]	[]	[]	[]	[]
|MONOMER-19823|	Q6XBI9	['|TAX-931627|']	[]	['epoxyalkane:coenzyme M transferase monomer', 'EtnE', 'Protein', 'a protein']	['|G-44535|']	[]	['|CPLX-9100|']	[]	[]	[]	[]	[]	[]
|MENF-CPLX|		['|TAX-511145|']	['|MENF-ENZRXN|']	['Protein', 'a protein', 'isochorismate synthase MenF']	[]	[]	[]	['|MENF-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-19156|	Q4G2T2	['|TAX-35128|']	['|ENZRXN-23568|']	['sphingolipid 8-desaturase', 'sphingolipid delta-8 desaturase', 'Protein', 'a protein', 'DesB']	['|G-43881|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-8455|		['|TAX-46680|']	['|ENZRXN-20145|', '|ENZRXN-20146|', '|ENZRXN-20143|', '|ENZRXN-20142|', '|ENZRXN-20141|']	['2-hydroxybiphenyl-3-monooxygenase [multifunctional]', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-17239|']	[]	[]	[]	[]	[]
|MONOMER-11804|	Q9V2Z6	['|TAX-2261|']	[]	['GlkA', 'Protein', 'a protein', 'ADP-dependent glucokinase subunit']	['|G-9168|']	[]	['|CPLX-6988|']	[]	[]	[]	[]	[]	[]
|CPLX-2102|		['|ORG-5890|']	['|ENZRXN-2542|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-2401|', '|MONOMER-2402|', '|MONOMER-2403|']	[]	[]	[]	[]	[]
|HS13612-MONOMER|	Q5TBB1	['|TAX-9606|']	[]	['Deleted in lymphocytic leukemia 8', 'Ribonuclease H2 subunit B', 'Ribonuclease HI subunit B', 'Protein', 'a protein', 'Aicardi-Goutieres syndrome 2 protein', 'RNase H2 subunit B', 'AGS2']	['|HS13612|']	[]	['|CPLX66-548|']	[]	[]	[]	[]	[]	[]
|CPLX-8887|		['|TAX-746128|']	['|ENZRXN-22954|']	['Protein', 'a protein', 'verruculogen synthase']	[]	[]	[]	['|MONOMER-18769|']	[]	[]	[]	[]	[]
|G7055-MONOMER|	P31658	['|TAX-511145|']	[]	['protein/nucleic acid deglycase 1', 'glyoxalase III', 'YzzC', 'Hsp31', 'HchA', 'Protein', 'a protein', 'Maillard deglycase 1', 'YedU']	['|G7055|']	[]	['|CPLX0-861|']	[]	['|GO:0016811|', '|GO:0016790|', '|GO:0008270|', '|GO:0006974|', '|GO:0106044|', '|GO:0006281|', '|GO:0042245|', '|GO:0036525|', '|GO:0042803|', '|GO:0036524|', '|GO:0030091|', '|GO:0019249|', '|GO:0005515|', '|GO:0005737|', '|GO:0016829|', '|GO:0016787|', '|GO:0010447|', '|GO:0051595|', '|GO:0019172|', '|GO:0019243|', '|GO:0005829|', '|GO:0046872|']	[]	[]	[]	[]
|CPLX-8884|		['|TAX-5807|']	['|ENZRXN-22934|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-18750|']	[]	[]	[]	[]	[]
|G185E-4354-MONOMER|	P9WNX9	['|TAX-83332|']	['|ENZRXN-12468|']	['NADP-dependent succinate-semialdehyde dehydrogenase', 'Protein', 'a protein']	['|G185E-4354|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-5403|		['|TAX-3708|']	['|ENZRXN-9082|']	['PK<sub>c</sub>', 'cytosolic pyruvate kinase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-8924|']	['|GO:0005829|']	[]	[]	[]	[]
|BSU30630-MONOMER|	O35013	['|TAX-224308|']	['|ENZRXN-21448|', '|ENZRXN-21447|', '|ENZRXN-21446|', '|ENZRXN-21445|', '|ENZRXN-21444|', '|ENZRXN-21443|', '|ENZRXN-21442|', '|ENZRXN-21441|', '|ENZRXN-21440|', '|ENZRXN-21439|', '|ENZRXN8J2-1800|']	['RppH', 'YtkD', 'nucleoside triphosphate phosphohydrolase', 'Protein', 'a protein']	['|BSU30630|']	[]	[]	[]	['|GO:0046872|', '|GO:0016787|']	[]	[]	[]	[]
|CPLX-9304|		['|TAX-2246|']	['|ENZRXN-26518|']	['NAD-dependent glucose-6-phosphate dehydrogenase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-20543|']	[]	[]	[]	[]	[]
|AT3G19160-MONOMER|	Q9LJL4	['|ORG-5993|']	['|ENZRXN-5922|']	['adenylate isopentenyltransferase', 'Protein', 'IPT8', 'a protein']	['|AT3G19160|']	[]	[]	[]	['|GO:0009536|']	[]	[]	[]	[]
|CPLX-7128|		['|ORG-5889|']	['|ENZRXN-12909|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-12284|']	[]	[]	[]	[]	[]
|MONOMER-9361|	P51820	['|TAX-3847|']	['|ENZRXN-23142|', '|ENZRXN-9564|']	['Protein', 'a protein']	['|G-7081|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX0-7641|		['|TAX-511145|']	['|ENZRXN0-6460|', '|ENZRXN0-6459|', '|ENZRXN0-6458|']	['Protein', 'a protein', 'Zn<sup>2+</sup>/Fe<sup>2+</sup>/Cd<sup>2+</sup> exporter']	[]	[]	[]	['|YIIP-MONOMER|']	['|GO:0005887|', '|GO:0005886|']	[]	[]	[]	[]
|ALPHALAC-MONOMER|	G3KIM4	['|TAX-28446|']	[]	['LcdA', 'Protein', 'lactoyl-CoA dehydratase &alpha; subunit', 'a protein']	['|G-15284|']	[]	['|CPLX-244|']	[]	[]	[]	[]	[]	[]
|CPLX-7557|		['|TAX-2190|']	['|ENZRXN-14548|', '|ENZRXN-14546|', '|ENZRXN-14545|', '|ENZRXN-14544|']	['isopropylmalate isomerase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-13647|', '|MONOMER-13648|']	[]	[]	[]	[]	[]
|MONOMER-14947|	B3TPQ6	['|TAX-3406|']	['|ENZRXN-16703|']	['beta-cubebene synthase', 'Protein', 'a protein']	['|G-11397|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX4LZ-124|		['|TAX-3055|']	[]	['Protein', 'a protein', 'cytb559-D2 complex']	[]	[]	['|CPLX4LZ-130|']	['|CHRECP040-MONOMER|', '|CHRECP064-MONOMER|']	['|GO:0042651|', '|GO:0009507|']	[]	[]	[]	[]
|MONOMER-4505|		['|TAX-573|']	[]	['dihydroxyacetone kinase subunit', 'Protein', 'a protein']	[]	[]	['|CPLX-3605|']	[]	[]	[]	[]	[]	[]
|CPLX-7985|		['|TAX-247490|']	['|ENZRXN-17390|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-15340|']	[]	[]	[]	[]	[]
|MONOMER-12396|		['|TAX-43366|']	['|ENZRXN-13047|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|KDO-8PSYNTH-CPLX|		['|TAX-511145|']	['|KDO-8PSYNTH-ENZRXN|']	['Protein', 'a protein', '3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate synthase']	[]	[]	[]	['|KDO-8PSYNTH-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-14056|		['|TAX-1299|']	[]	['AsnC', 'AsnS', 'Protein', 'a protein', 'asparaginyl-tRNA synthetase subunit']	['|G-10743|']	[]	['|CPLX-7621|']	[]	[]	[]	[]	[]	[]
|CPLX-8434|		['|TAX-4932|']	['|ENZRXN-20006|']	['Protein', 'a protein']	[]	[]	[]	['|YKL035W-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-17798|	A0JC76	['|TAX-1911|']	['|ENZRXN-21095|']	['GriH', 'Protein', 'a protein']	['|G-15469|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-1984|		['|TAX-4565|']	['|ENZRXN-2345|']	['Protein', 'fructan exohydrolase', 'a protein']	[]	[]	[]	['|MONOMER-2241|']	['|GO:0005773|']	[]	[]	[]	[]
|MONOMER-11189|	Q6QHC2	['|TAX-329|']	[]	['TbuB', 'Protein', 'toluene 3-monooxygenase ferredoxin subunit', 'a protein']	['|G-8708|']	[]	['|CPLX-6542|']	[]	[]	[]	[]	[]	[]
|CPLX-8866|		['|TAX-703612|']	['|ENZRXN-22870|', '|ENZRXN-22869|']	['Protein', '<i>L</i>-&alpha;-amino acid ligase', 'a protein']	[]	[]	[]	['|MONOMER-18696|']	[]	[]	[]	[]	[]
|MONOMER-15479|	Q93A46	['|TAX-1351|']	[]	['VanE D-alanine--D-serine ligase monomer', 'VanE', 'Protein', 'a protein']	['|G-11862|']	[]	['|CPLX-8020|']	[]	[]	[]	[]	[]	[]
|CPLX-527|		['|TAX-351746|']	['|ENZRXN-25197|', '|ENZRXN-643|']	['Protein', 'a protein', '<I>p</I>-cumate 2,3-dioxygenase']	[]	[]	[]	['|MONOMER-341|', '|MONOMER-342|', '|MONOMER-346|', '|MONOMER-347|']	[]	[]	[]	[]	[]
|AT5G43600-MONOMER|	Q8VXY9	['|ORG-5993|']	['|ENZRXN-17368|']	['Protein', 'a protein']	['|AT5G43600|']	[]	[]	[]	['|GO:0005783|']	[]	[]	[]	[]
|CPLX-9288|		['|TAX-103690|']	['|ENZRXN-26324|', '|ENZRXN-26323|']	['Protein', 'glutathione glycine hydrolase', 'a protein']	[]	[]	[]	['|MONOMER-20506|']	[]	[]	[]	[]	[]
|MONOMER-20222|	Q813T3	['|TAX-226900|']	['|ENZRXN-25651|']	['Lit', 'lipoprotein intramolecular transacylase', 'Protein', 'a protein']	['|G-55114|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-7104|		['|TAX-2209|']	['|ENZRXN-12858|']	['F<sub>420</sub> non-reducing hydrogenase I', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-12220|', '|MONOMER-12221|', '|MONOMER-12222|']	[]	[]	[]	[]	[]
|MONOMER-741|	P29051	['|TAX-2242|']	[]	['GdhB', 'Protein', 'GdhA', 'a protein']	['|G-135|']	[]	['|CPLX-2121|']	[]	[]	[]	[]	[]	[]
|CPLX0-7608|		['|TAX-511145|']	[]	['5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit', 'Protein', 'a protein']	[]	[]	['|CPLX0-7609|']	['|EG10997-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-1822|	P55228	['|ORG-5993|']	[]	['Adg1', 'Protein', 'a protein', 'ADP-glucose pyrophosphorylase small subunit']	['|G-1243|']	[]	['|CPLX-1623|']	[]	[]	[]	[]	[]	[]
|CPLX-7540|		['|TAX-633|']	['|ENZRXN-14472|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-13582|']	[]	[]	[]	[]	[]
|MONOMER-17064|	Q9RR31	['|TAX-1890|']	['|ENZRXN-19910|']	['dTDP-4-dehydro-6-deoxy-D-glucose 2,3-dehydratase', 'Protein', 'OleV', 'a protein']	['|G-14867|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX490-3559|		['|TAX-1140|']	[]	['ClpX hexamer', 'Protein', 'a protein']	[]	[]	['|CPLX490-3552|']	['|SYNPCC7942_2526-MONOMER|']	[]	[]	[]	[]	[]
|HP0197-MONOMER|	P56460	['|TAX-85962|']	[]	['HP0197', 'Protein', 'MetK', 'a protein', 'S-adenosylmethionine synthase monomer']	['|HP0197|']	[]	['|CPLX-9124|']	[]	[]	[]	[]	[]	[]
|CPLX-7969|		['|TAX-2190|']	['|ENZRXN-17326|']	['Protein', 'a protein', "2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase"]	[]	[]	[]	['|MONOMER-15290|']	[]	[]	[]	[]	[]
|MONOMER-14542|	Q79DN7	['|TAX-491|']	['|ENZRXN-15989|']	['SiaA', 'Protein', 'a protein']	['|G-11113|']	[]	[]	[]	[]	[]	[]	[]	[]
|H2PTEROATESYNTH-CPLX|		['|TAX-511145|']	['|H2PTEROATESYNTH-ENZRXN|']	['Protein', 'a protein']	[]	[]	[]	['|H2PTEROATESYNTH-MONOMER|']	[]	[]	[]	[]	[]
|NRDA-MONOMER|	P00452	['|TAX-511145|']	[]	['ribonucleoside-diphosphate reductase 1 subunit &alpha;', 'DnaF', 'NrdA', 'Protein', 'a protein']	['|EG10660|']	[]	['|B1-CPLX|']	[]	['|GO:0042802|', '|GO:0005515|', '|GO:0005829|', '|GO:0016491|', '|GO:0008152|', '|GO:0003824|', '|GO:0000166|', '|GO:0042803|', '|GO:0009263|', '|GO:0055114|', '|GO:0006260|', '|GO:0005971|', '|GO:0005524|', '|GO:0004748|', '|GO:0015949|']	[]	[]	[]	[]
|CPLX-8410|		['|TAX-3039|']	['|ENZRXN-19892|']	['malate synthase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-17048|']	[]	[]	[]	[]	[]
|MONOMER-19545|	F4MJM0	['|TAX-247546|']	['|ENZRXN-24247|']	['Protein', 'a protein', 'trichodiene synthase']	['|G-44247|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-1923|		['|TAX-4233|']	['|ENZRXN-2283|']	['Protein', '1-fructan:fructan fructosyltransferase', 'a protein']	[]	[]	[]	['|MONOMER-2182|']	['|GO:0005773|']	[]	[]	[]	[]
|MONOMER-20628|	A0A0H3C6P8	['|TAX-190650|']	['|ENZRXN-26678|']	['XylC', 'xylono-1,5-lactonase', 'Protein', 'a protein', 'D-xylono-1,5-lactone lactonase']	['|G-58780|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-885|		['|TAX-1076|']	['|ENZRXN-1104|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-893|']	[]	[]	[]	[]	[]
|MONOMER-17508|	Q8GU22	['|TAX-128735|']	['|ENZRXN-20636|', '|ENZRXN-20634|']	['Protein', 'a protein']	['|G-15247|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-5163|		['|TAX-10116|']	['|ENZRXN-22423|', '|ENZRXN-8804|']	['probasin-related antigen', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-8584|']	[]	[]	[]	[]	[]
|MONOMER-12927|	P28337	['|TAX-9031|']	['|ENZRXN-13782|']	['aminomethyltransferase', 'T-protein', 'Protein', 'a protein']	['|G-9892|']	[]	['|CPLX-7302|']	[]	['|GO:0005739|']	[]	[]	[]	[]
|CPLX-9271|		['|TAX-287|']	['|ENZRXN-26090|']	['Protein', 'tyrosine isonitrile desaturase', 'a protein']	[]	[]	[]	['|MONOMER-20394|']	[]	[]	[]	[]	[]
|G3O-32795-MONOMER|	Q03144	['|TAX-4932|']	[]	['glutaminase', 'Protein', 'a protein']	['|G3O-32795|']	[]	['|CPLX-8699|']	[]	[]	[]	[]	[]	[]
|CPLX-7089|		['|ORG-5993|']	['|ENZRXN-12738|']	['Protein', 'a protein']	[]	[]	[]	['|AT1G10670-MONOMER|', '|AT5G49460-MONOMER|']	['|GO:0005829|']	[]	[]	[]	[]
|HS04546-MONOMER|	Q01968	['|TAX-9606|']	['|ENZRXN66-2674|', '|ENZRXN66-1514|', '|ENZRXN-17031|', '|ENZRXN-17034|']	['oculocerebrorenal syndrome of Lowe', 'Protein', 'a protein', 'inositol polyphosphate 5-phosphatase OCRL1', 'Lowe oculocerebrorenal syndrome protein']	['|HS04546|']	[]	[]	[]	['|GO:0005798|']	[]	[]	[]	[]
|CPLX0-7458|		['|TAX-511145|']	['|GLYCOLATEDEHYDRO-ENZRXN|', '|ENZRXN0-8170|']	['Protein', 'glycolate dehydrogenase', 'a protein']	[]	[]	[]	['|G7545-MONOMER|', '|G7544-MONOMER|', '|MONOMER0-561|']	['|GO:0019154|']	[]	[]	[]	[]
|MONOMER-19956|	Q9R5L1	['|TAX-55158|']	[]	['DnmM', 'Protein', 'a protein', 'dTDP-D-glucose 4,6-dehydratase monomer']	['|G-44656|']	[]	['|CPLX-9140|']	[]	[]	[]	[]	[]	[]
|CPLX-7523|		['|TAX-3885|']	['|ENZRXN-14398|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-13520|']	[]	[]	[]	[]	[]
|STM2463-MONOMER|	P41793	['|TAX-99287|']	['|ENZRXN-26159|']	['acetaldehyde dehydrogenase (acetylating)', 'Protein', 'a protein', 'EutE']	['|STM2463|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX490-3509|		['|TAX-1140|']	['|ENZRXN490-3610|']	['PS I', 'photosystem I trimer', 'Protein', 'a protein', 'photosystem I']	[]	[]	[]	['|CPLX490-3508|']	[]	[]	[]	[]	[]
|MONOMER-12004|	A0A0B4ZTQ2	['|TAX-3486|']	['|ENZRXN-25495|', '|ENZRXN-25494|', '|ENZRXN-25493|', '|ENZRXN-25492|', '|ENZRXN-25491|', '|ENZRXN-25487|', '|ENZRXN-12519|', '|ENZRXN-12521|']	['Protein', '2-acyl-4-prenylphloroglucinol 6-prenyltransferase', 'a protein']	['|G-55016|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-7945|		['|TAX-666|']	['|ENZRXN-17203|', '|ENZRXN-17204|']	['Protein', 'a protein', 'vibriobactin-specific 2,3-dihydroxybenzoate-AMP ligase']	[]	[]	['|CPLX-7946|']	['|VC0772-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-15934|	Q5NTH0	['|TAX-41492|']	['|ENZRXN-18257|']	['cyanidin-3-<i>O</i>-glucoside 2-<i>O</i>-glucuronosyltransferase', 'Protein', 'a protein']	['|G-12250|']	[]	[]	[]	[]	[]	[]	[]	[]
|GLYCEROL-KIN-CPLX|		['|TAX-511145|']	['|GLYCEROL-KIN-ENZRXN|']	['Protein', 'a protein']	[]	[]	[]	['|GLYCEROL-KIN-MONOMER|']	[]	[]	[]	[]	[]
|G7582-MONOMER|	Q46868	['|TAX-511145|']	[]	['ubiquinone biosynthesis accessory factor UbiK', 'YqiC', 'Protein', 'a protein', 'BMFP family protein UbiK', 'UbiK']	['|G7582|']	[]	['|CPLX0-8301|']	[]	['|GO:0005737|', '|GO:0110142|', '|GO:0016020|', '|GO:0042802|', '|GO:0005515|', '|GO:0006744|', '|GO:0005829|']	[]	[]	[]	[]
|CPLX-8393|		['|TAX-43767|']	['|ENZRXN-19793|']	['Protein', 'a protein', '3-oxo-23,24-bisnorchol-4-en-22-oyl-CoA dehydrogenase']	[]	[]	[]	['|MONOMER-16989|', '|MONOMER-16988|']	[]	[]	[]	[]	[]
|MONOMER-13379|	O58690	['|TAX-53953|']	['|ENZRXN-14238|']	['MngB', 'Protein', 'a protein']	['|G-10176|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-1866|		['|TAX-2336|']	[]	['Eno dimer', 'Protein', 'a protein']	[]	[]	['|CPLX-1867|']	['|MONOMER-421|']	[]	[]	[]	[]	[]
|CHLREDRAFT_191690-MONOMER|	A8J264	['|TAX-3055|']	[]	['chlorophyll a-b binding protein of LHCII', 'Protein', 'a protein']	['|CHLREDRAFT_191690|']	[]	['|CPLX4LZ-235|']	[]	['|GO:0009507|', '|GO:0009535|']	[]	[]	[]	[]
|CPLX-8834|		['|TAX-935582|']	['|ENZRXN-22580|', '|ENZRXN-22579|', '|ENZRXN-22578|', '|ENZRXN-22577|']	['bifunctional &alpha;-galactosidase / sucrose kinase', '&alpha;-galactosidase/sucrose kinase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-18513|']	[]	[]	[]	[]	[]
|MONOMER-18622|	A4KAG7	['|TAX-39946|']	['|ENZRXN-22733|']	['Protein', 'a protein', '<i>ent</i>-isokaurene synthase']	['|G-18087|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-5003|		['|TAX-3442|']	['|ENZRXN-8623|']	['norcoclaurine 6-<i>O</i>-methyltransferase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-8423|']	[]	[]	[]	[]	[]
|MONOMER18C3-24|		['|TAX-169388|']	['|ENZRXN18C3-33|']	['&alpha;-tomatinase', 'Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-9257|		['|TAX-181486|']	[]	['archaeosine synthase pentamer', 'Protein', 'a protein']	[]	[]	['|CPLX-9258|']	['|MONOMER-20299|']	[]	[]	[]	[]	[]
|MONOMER-16377|	D4GP41	['|TAX-2246|']	[]	['&alpha;-ketoglutarate semialdehyde dehydrogenase subunit', 'Protein', 'a protein']	['|G-12647|']	[]	['|CPLX-8263|']	[]	[]	[]	[]	[]	[]
|CPLX-707|		['|TAX-4932|']	['|ENZRXN-946|']	['Protein', 'a protein']	[]	[]	[]	['|YML126C-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-15101|	P04694	['|TAX-10116|']	[]	['tyrosine aminotransferase subunit', 'Protein', 'a protein']	['|G-11537|']	[]	['|CPLX-7914|']	[]	[]	[]	[]	[]	[]
|CPLX0-3961|		['|TAX-511145|']	['|ENZRXN0-8143|']	['hydroxyisourate hydrolase / transthyretin-related protein', 'Protein', 'a protein', 'transthyretin-like protein (TLP)', 'transthyretin-related protein (TRP)']	[]	[]	[]	['|G7058-MONOMER|']	[]	[]	[]	[]	[]
|EG11692-MONOMER|	P31441	['|TAX-511145|']	[]	['YicP', 'cryptic adenine deaminase', 'adenine deaminase', 'Protein', 'AdeD', 'a protein', 'Adu', 'Ade']	['|EG11692|']	[]	['|CPLX0-1683|']	[]	['|GO:0098869|', '|GO:0005829|', '|GO:0004096|', '|GO:0042803|', '|GO:0008198|', '|GO:0016810|', '|GO:0016787|', '|GO:0046101|', '|GO:0006146|', '|GO:0030145|', '|GO:0000034|']	[]	[]	[]	[]
|CPLX-7506|		['|TAX-5141|']	['|ENZRXN-14335|']	['Protein', 'glutamate dehydrogenase (NADP+)', 'a protein']	[]	[]	[]	['|MONOMER-13461|']	[]	[]	[]	[]	[]
|MONOMER-12576|	Q8NKK1	['|TAX-2283|']	[]	['SreA', 'Protein', 'sulfur reductase molybdopterin subunit', 'a protein']	['|G-9653|']	[]	['|CPLX-7193|']	[]	[]	[]	[]	[]	[]
|CPLX3O-80|		['|TAX-4932|']	[]	['HMP/HMP-P kinase and thiaminase II', 'Protein', 'a protein']	[]	[]	['|CPLX3O-10524|']	['|MONOMER3O-77|']	[]	[]	[]	[]	[]
|MONOMER-21060|	A0A1R3RGJ7	['|TAX-40993|']	['|ENZRXN-27459|']	['OtaC', 'Protein', '7-methylmellein hydroxylase', 'a protein']	['|G-80580|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-7924|		['|TAX-171258|']	['|ENZRXN-16988|']	['Protein', 'a protein', 'chromopyrrolate synthase']	[]	[]	[]	['|MONOMER-15151|']	[]	[]	[]	[]	[]
|POTC-MONOMER|	P0AFK6	['|TAX-511145|']	[]	['spermidine preferential ABC transporter membrane subunit PotC', 'Protein', 'a protein']	['|EG10751|']	[]	['|ABC-24-CPLX|']	[]	['|GO:0055085|', '|GO:0043190|', '|GO:0015595|', '|GO:0005887|', '|GO:0015847|', '|GO:1903711|', '|GO:0016020|', '|GO:0005886|', '|GO:0016021|']	[]	[]	[]	[]
|GLUCOSAMINE-6-P-DEAMIN-CPLX|		['|TAX-511145|']	['|GLUCOSAMINE-6-P-DEAMIN-ENZRXN|']	['Protein', 'a protein']	[]	[]	[]	['|GLUCOSAMINE-6-P-DEAMIN-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-19009|	Q9RA21	['|TAX-1202962|']	[]	['docosahexaenoate synthase 8 subunit', 'Protein', 'a protein', 'PfaA']	['|G-43748|']	[]	['|CPLX-8944|']	[]	[]	[]	[]	[]	[]
|CPLX-8377|		['|TAX-9606|']	['|ENZRXN66-1758|', '|ENZRXN-19737|', '|ENZRXN-19738|']	['Protein', 'glyceraldehyde-3-phosphate dehydrogenase', 'a protein', 'GAPDH']	[]	[]	[]	['|HS03433-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-17950|	Q9WYP4	['|TAX-2336|']	['|ENZRXN-21554|']	['IolN', 'Protein', 'a protein']	['|G-15943|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-17121|		['|ORG-5941|']	['|ENZRXN-19979|']	['Protein', 'a protein', '3,6-diketocamphane 1,6-monooxygenase']	[]	[]	[]	['|MONOMER-17122|']	[]	[]	[]	[]	[]
|HS09614-MONOMER|	Q9GZT4	['|TAX-9606|']	[]	['Serine racemase', 'Protein', 'a protein']	['|HS09614|']	[]	['|CPLX66-350|']	[]	['|GO:0016855|', '|GO:0006563|']	[]	[]	[]	[]
|CPLX-8816|		['|TAX-7227|']	['|ENZRXN-22475|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-18456|']	[]	[]	[]	[]	[]
|MONOMER-15646|	Q5ZC82	['|TAX-39947|']	['|ENZRXN-17829|', '|ENZRXN-17828|']	['Protein', 'a protein']	['|G-12015|']	[]	[]	[]	['|GO:0005829|']	[]	[]	[]	[]
|CPLX-4741|		['|TAX-550|']	['|ENZRXN-7921|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-7781|']	[]	[]	[]	[]	[]
|AT2G33220-MONOMER|	O49313	['|ORG-5993|']	[]	['NADH-ubiquinone oxidoreductase B 16.6 kDa subunit', 'Protein', 'a protein']	['|AT2G33220|']	[]	['|CPLX-5263|']	[]	[]	[]	[]	[]	[]
|CPLX-9242|		['|TAX-9606|']	['|ENZRXN-25735|']	['SCF (SKP1-CUL1-SKP2) E3 ubiquitin transferase complex', 'Protein', 'a protein']	[]	[]	[]	['|ENSG00000100387-MONOMER|', '|ENSG00000055130-MONOMER|', '|ENSG00000113558-MONOMER|', '|ENSG00000145604-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-20360|	E7FH78	['|TAX-34|']	['|ENZRXN-26024|']	['QpcT', 'Protein', 'glutaminyl-peptide cyclotransferase', 'a protein']	['|G-58148|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-7052|		['|TAX-287|']	['|ENZRXN-12552|']	['Protein', 'tyrosine transaminase', 'a protein']	[]	[]	[]	['|MONOMER-12023|']	[]	[]	[]	[]	[]
|YDL171C-MONOMER|	Q12680	['|TAX-4932|']	[]	['glutamate synthase (NADH) subunit', 'Protein', 'a protein']	['|YDL171C|']	[]	['|CPLX-7379|']	[]	[]	[]	[]	[]	[]
|CPLX0-3931|		['|TAX-511145|']	['|ENZRXN0-6150|']	['Protein', 'ATP-dependent DNA helicase Rep', 'a protein']	[]	[]	[]	['|EG10837-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-18349|	Q331R1	['|TAX-201500|']	[]	['GerF', 'Protein', 'a protein', 'dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase monomer']	['|G-17849|']	[]	['|CPLX-8788|']	[]	[]	[]	[]	[]	[]
|CPLX-7480|		['|TAX-216591|']	['|ENZRXN-14225|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-13370|']	[]	[]	[]	[]	[]
