Id	Name	ChebiId	PubchemId	Rxns
C16926	['Capillarin']	['80801']	['96023418']	[]
C11931	['dTDP-2,6-dideoxy-L-glycero-hex-2-enos-4-ulose']	['29716']	['14092']	['R08591']
C05953	['Prostaglandin A2', 'PGA2', 'Medullin']	['27820']	['8237']	['R02583', 'R05056']
C03387	['D-Glucurono-6,2-lactone']	['17039']	['6220']	['R01484']
C09552	['Stramonin B']	['9276']	['11743']	[]
C02872	['Peptide diphthamide', 'Diphthamide', 'EF-2 diphthamide', 'Elongation factor 2 diphthamide']	['16692']	['5807']	['R03613', 'R04074']
C13540	['Perphenazine maleate']	['34912']	['853907']	[]
C03518	['N-Acetyl-beta-D-glucosaminide', 'N-Acetyl-beta-D-glucosaminyl-R']	['28401']	['6327']	['R11714']
C17360	['Alanylclavam']	['81029']	['96023713']	[]
C04204	['N-(2,3-Dihydroxybenzoyl)-L-serine', '2,3-Dihydroxy-N-benzoyl-L-serine', '2,3-Dihydroxybenzoylserine']	['17455']	['6877']	[]
C10506	['Millettone']	['6937']	['12689']	[]
C00655	["Xanthosine 5'-phosphate", 'Xanthylic acid', 'XMP', "(9-D-Ribosylxanthine)-5'-phosphate"]	['15652']	['3925']	['R01130', 'R01230', 'R01231', 'R02142', 'R02719', 'R02720', 'R02805']
C07281	['[eIF5A-precursor]-lysine', '[enzyme]-lysine']	[]	['9490']	['R05329', 'R07479', 'R07480']
C04090	['Ubiquitin C-terminal thiolester']	[]	['6782']	['R02418']
C19841	["4,4'-Diapo-zeta-carotene"]	[]	['135626308']	['R09744', 'R09745']
C15538	['10-Desacetyltaxuyunnanin C']	['11302']	['17396530']	['R07252']
C18073	['N1,N5-Di(hydroxyferuloyl)-N10-sinapoyl spermidine']	['61516']	['96024291']	['R08987']
C22174	['Valerianol']	[]	['405226365']	['R12456']
C07826	['Aprobarbital']	['2791']	['10028']	[]
C06343	['4-Hydroxyquinoline', 'Quinolin-4-ol']	['15815']	['8579']	['R05154']
C04122	['D-1-Aminopropan-2-ol O-phosphate', '(R)-1-Aminopropan-2-yl phosphate']	['28390']	['6809']	['R06529', 'R06530']
C06269	['Arsenic', 'As']	['27563', '47217']	['8507']	[]
C18228	['ent-Pimara-8(14),15-diene']	['50063']	['103061410']	['R09121']
C06718	['S-Formylmycothiol']	['15735']	['8941']	['R05307', 'R09129']
C05354	['Cyclopropylcarbinyl cation']	[]	['7731']	[]
C12245	['Methyl5-(but-3-en-1-yl)amino-1,3,4-oxadiazole-2-carboxylate']	['31833']	['14390']	[]
C16537	['Pentadecanoic acid', 'Pentadecylic acid', 'n-Pentadecanoic acid']	['42504']	['51090866']	[]
C20218	['Cannabielsoin', 'Cannabielsoin A', 'CBE']	[]	['163311961']	[]
C19113	['Calcium carbimide']	['64301']	['124489785']	[]
C16877	['Cryptophycin 1', 'Cryptophycin']	[]	['135626069']	[]
C17643	['Cinncassiol C1']	['81239']	['96023987']	[]
C07783	['Dexchlorpheniramine maleate', 'd-Chlorpheniramine maleate']	['4465']	['9985']	[]
C17529	['(-)-Pinoresinol glucoside']	['81162']	['96023874']	[]
C08171	['Sodium thiosalicylate', '2-Mercapto-benzoic acid, monosodium salt']	['9182']	['10371']	[]
C18725	['Ethion']	['38663']	['124489399']	[]
C09773	['Catalpol']	['69797']	['11961']	[]
C20776	['N-Acetylaspartylglutamylglutamate', 'N-Acetyl-L-aspartyl-L-glutamyl-L-glutamate', 'NAAG2']	[]	['254741243']	['R10679', 'R10688', 'R10693']
C09489	['Lactucin']	['6358']	['11680']	[]
C06506	['Adenosyl cobyrinate a,c diamide', 'Adenosyl cobyrinate diamide', 'Adenosylcob(III)yrinic acid a,c-diamide', 'Adenosylcobyrinic acid a,c-diamide']	['2482']	['8737']	['R05220', 'R05225', 'R12184']
C10839	['Urushiol III', '3-(8,11-Pentadecadienyl)-1,2-benzenediol']	['9909']	['13022']	[]
C19743	['(-)-Drimenol', 'Drimenol', 'Drim-7-en-11-ol']	[]	['135626210']	['R09628', 'R12010']
C15679	['Lankamycin']	['80017']	['47205005']	[]
C12162	['Crinine']	['31437']	['14309']	['R08439']
C20904	['2-Iminopropanoate']	[]	['254741367']	['R11099', 'R11100']
C02562	['N-Acyl-L-arginine']	['21645']	['5561']	[]
C15734	['Patellamide A']	['80063']	['47205060']	[]
C19444	['5-Methylangelicin']	['82483']	['124490116']	[]
C18777	['Chlorimuron']	['81953']	['124489451']	[]
C08750	['Bruceantinol']	['3189']	['10943']	[]
C10573	['Calycanthine']	['3333']	['12756']	[]
C06818	['Amantadine']	['2618']	['9036']	[]
C00385	['Xanthine']	['17712', '48517']	['3675']	['R01676', 'R01768', 'R01769', 'R02103', 'R02107', 'R02141', 'R02142', 'R02143', 'R02297', 'R07965', 'R07966', 'R07967', 'R07968', 'R07969', 'R07970', 'R08410', 'R10920']
C16696	['Dolichotheline']	['80664']	['51091018']	['R08412']
C21753	['2-Chloro-2-hydroxyethyl-CoM']	[]	['354264347']	['R11899', 'R11900']
C09504	['Mexicanin I']	['6915']	['11695']	[]
C09783	['Harpagoside']	['5625']	['11971']	[]
C15194	['Androsta-4,9(11)-diene-3,17-dione', '9(11)-Dehydroandrostenedione']	['79710']	['17396191']	[]
C07497	['Malathion']	['6651']	['9700']	[]
C15972	['Enzyme N6-(lipoyl)lysine', 'Lipoamide-E', '[E2 protein]-N6-lipoyl-L-lysine', '[Lipoyl-carrier protein E2]-N6-lipoyl-L-lysine']	['80218']	['47205285']	['R01699', 'R01700', 'R01701', 'R01702', 'R01940', 'R03270', 'R03316', 'R04225', 'R07600', 'R07602', 'R07604', 'R07618', 'R10997', 'R12426', 'R12435', 'R12449', 'R12450', 'R12603']
C10817	['Protoverine']	['8596']	['13000']	[]
C08558	['Tuberonic acid glucoside']	['37419']	['10751']	[]
C21861	['[Protein]-dehydroalanine']	[]	[]	['R10685', 'R12061', 'R12062', 'R12065', 'R12066']
C05825	['2-Amino-5-oxohexanoate']	['1010', '19450']	['8120']	['R04687', 'R04688']
C13670	['Talampanel']	['34992']	['586262']	[]
C18381	['Calcium iodide']	['81718']	['124489055']	[]
C18371	['Stearyltrimethylammonium chloride', '1-Octadecanaminium, N,N,N-trimethyl-, chloride']	['81710']	['124489045']	[]
C07604	['Ginkgolide J', 'BN 52024']	['5358']	['9806']	[]
C01496	['Fructose', 'arabino-Hexulose']	['28757']	['4666']	[]
C20045	['Verruculogen', 'TR 1', 'TR 1 toxin']	['72765']	['135626511']	['R10341', 'R10445']
C09638	['Cinnamodial']	['3711']	['11828']	[]
C12144	['Phytosphingosine', '4-D-Hydroxysphinganine']	['46961']	['14291']	['R06525', 'R06527', 'R06528']
C20080	['Bombolitin I']	[]	['135626540']	[]
C15389	["4,4'-Stilbenedicarboxamidine dihydrochloride", 'Stilbamidine dihydrochloride']	['79890']	['17396386']	[]
C03372	['Acylglycerone phosphate', 'Dihydroxyacetone phosphate acyl ester', '1-Acyl-glycerone 3-phosphate']	['15835']	['6207']	['R01013', 'R02756', 'R04311']
C21208	['dTDP-acarviose-7-phosphate']	[]	['315431323']	['R11247', 'R11248']
C22184	["Very-long-chain mannosylinositol phospho-(2'R)-2'-hydroxyphytoceramide", 'Very-long-chain mannosylinositol phospho-alpha-hydroxyphytoceramide']	[]	['405226375']	['R12472']
C05588	['L-Metanephrine']	['6270']	['7913']	['R02920', 'R04894']
C14514	['Chinomethionat', 'Quinomethionate', '6-Methyl-2,3-quinoxalinedithiol cyclic S,S-dithiocarbonate']	['34620']	['17395514']	[]
C16291	['7,8-Dihydro-beta-carotene']	['80427']	['47205599']	['R07856']
C10470	['Isoferulic acid']	['27794']	['12653']	[]
C10865	['Pseudopelletierine']	['8607']	['13048']	['R08425']
C06772	['Diethanolamine']	['28123']	['8992']	['R05381', 'R05382']
C17684	['Lappaol A']	['81273']	['96024025']	[]
C19055	['Hexaflurate', 'Potassium hexafluoroarsenate']	['82182']	['124489727']	[]
C03734	['alpha-D-Glutamyl phosphate']	['28459']	['6497']	[]
C00182	['Glycogen']	['28087']	['3482']	[]
C01712	['(9E)-Octadecenoic acid', '9-Octadecenoic acid, (E)-', '(E)-Oleic acid', 'D9-trans-Octadecenoic acid', '9-trans-Octadecenoic acid', 'trans-D9-Octadecenoic acid', 'trans-9-Octadecenoic acid', 'trans-Elaidic acid', 'trans-Oleic acid', 'Elaidic acid', 'Acide elaidique', 'Elaidinsaure']	['27997']	['4850']	[]
C09265	['Fraxetin', '7,8-Dihydroxy-6-methoxy-2H-chromen-2-one']	['5169']	['11456']	['R12222', 'R12223']
C00364	['dTMP', "Thymidine 5'-phosphate", "Deoxythymidine 5'-phosphate", 'Thymidylic acid', "5'-Thymidylic acid", 'Thymidine monophosphate', 'Deoxythymidylic acid', 'Thymidylate']	['17013']	['3655']	['R01567', 'R01568', 'R01569', 'R01571', 'R02092', 'R02094', 'R02101', 'R06613', 'R11323']
C09059	['Alectrol', 'Orobanchyl acetate']	['2565']	['11251']	[]
C07665	['Ethionamide']	['4885']	['9867']	[]
C09915	['Boschniakine', '(R)-6,7-Dihydro-7-methyl-5H-2-pyrindine-4-carbaldehyde']	['3157']	['12101']	[]
C06011	['Benzenamine sulfate']	['3024', '61691']	['8283']	['R01861']
C17467	['p-Hydroxybenzyl alcohol', '4-Hydroxybenzyl alcohol', 'p-Methylolphenol']	['67410']	['96023815']	['R12133', 'R12134']
C08577	['Bracteatin']	['3163']	['10770']	['R08005', 'R08011']
C07225	['Minocycline']	['50694']	['9434']	[]
C03667	['2-Hydroxycarbonyl compound']	['52501']	['6445']	['R03584', 'R03585']
C04030	['(2,3-Dihydroxybenzoyl)adenylate']	['15572']	['6734']	['R01504']
C03721	['Protein tyrosine-O-sulfate']	[]	['6486']	['R02586']
C04056	['Rumenic acid', '9-cis,11-trans-Octadecadienoate', '(9Z,11E)-Octadecadienoic acid']	['32798']	['6756']	['R03627']
C10808	['Imperialine', 'Cevan-6-one, 3,20-dihydroxy-, (3-beta,5-alpha,17-beta)-', 'Kashmirine', 'Peiminine']	['5886']	['12991']	[]
C05996	['Branched chain fatty acid']	['35819']	['8270']	['R02663', 'R03175', 'R04098']
C17994	['Istamycin C0']	['81445']	['96024214']	[]
C21963	['(13Z,16Z,19Z,22Z)-Octacosatetraenoyl-CoA']	[]	['376218996']	[]
C02850	['N-Acyl-L-amino acid']	['48927']	['5788']	['R01263']
C11165	['Thiolactomycin']	[]	['13347']	[]
C13198	['Potassium bromide']	['32030']	['585942']	[]
C05512	['Deoxyinosine']	['28997']	['7859']	['R02556', 'R02748']
C17920	['Dihydroabietic acid']	['81383']	['96024143']	[]
C18421	['Propamocarb hydrochloride']	['81735']	['124489095']	[]
C18557	['Milbemectin']	['39228']	['124489231']	[]
C00446	['alpha-D-Galactose 1-phosphate', 'alpha-D-Galactopyranose 1-phosphate']	['17973']	['3734']	['R00502', 'R00955', 'R01092', 'R02329', 'R05326', 'R06057', 'R09632', 'R10622']
C07971	['Metrifonate', 'Trichlorfon']	['6908']	['10172']	[]
C03963	['Sarsasapogenin', '(25S)-5beta-Spirostan-3beta-ol']	['15578']	['6684']	['R04359']
C18567	['Thallium sulfate']	['81836']	['124489241']	[]
C03444	['p-Chloromercuribenzoate', 'p-Chloromercuribenzoic acid', 'PCMB']	['28420']	['6268']	[]
C16723	['Pumiloside']	['80683']	['96023247']	['R08488', 'R08489']
C08532	['Lycorine']	['6601']	['10725']	['R11753']
C09885	['(+)-Piperitone', 'd-Piperitone']	['41']	['12071']	[]
C05307	['Chlorophyll b']	['27888']	['7689']	['R08585', 'R09067', 'R09068', 'R09069', 'R09070']
C11865	['Gibberellin A51']	['29599']	['14027']	['R06337', 'R06343']
C20021	['Decarbamoylsaxitoxin']	[]	['135626487']	[]
C04395	['Phospho-[DNA-directed RNA polymerase]']	[]	['7034']	['R04358']
C04446	['3-(3,4-Dihydroxypyridin-1-yl)-L-alanine']	['17993']	['7075']	['R04091']
C17438	['di-trans,poly-cis-Nonaprenyl diphosphate', 'ditrans,hexacis-Nonaprenyl diphosphate']	['81089']	['96023788']	['R08752', 'R08753']
C19896	["4'-Hydroxyflavanone"]	[]	['135626362']	['R09792']
C11404	['(3R)-6-Hydroxy-3-isopropenyl-heptanoate']	['204']	['13578']	['R06390', 'R06394']
C04779	["rRNA containing a single residue of 2'-O-methyladenosine"]	['15731']	['7343']	[]
C16134	['Corticotropin-like intermediary peptide']	['80346']	['47205444']	[]
C17548	['Akeboside Ste']	['81175']	['96023893']	[]
C14605	['Metholone', 'Dromostanolone', '17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one']	['34838']	['17395605']	[]
C01245	['D-myo-Inositol 1,4,5-trisphosphate', '1D-myo-Inositol 1,4,5-trisphosphate', 'Inositol 1,4,5-trisphosphate', 'Ins(1,4,5)P3']	['16595']	['4466']	['R03394', 'R03433', 'R03434', 'R03435', 'R05800', 'R10065']
C19047	['Isocarbamid']	['82174']	['124489719']	[]
C14845	['4-Bromophenol-2,3-epoxide']	['34390']	['17395843']	['R07075', 'R07076']
C20019	['Gonyautoxin 6', 'Gonyautoxin VI', 'GTX6', 'Toxin B2']	[]	['135626485']	[]
C08099	['Cephalexin monohydrate', 'Cephalexin']	['3535']	['10299']	[]
C06990	['Chlorobenzene', 'Monochlorobenzene', 'Benzene chloride', 'Phenyl chloride']	['28097']	['9203']	['R05535', 'R06850', 'R06856']
C17465	['Parishin B']	['81108']	['96023813']	[]
C19380	['4H-Cyclopenta[def]chrysene']	['82433']	['124490052']	[]
C02096	['beta-D-Xylose']	['28161']	['5180']	[]
C02201	['Veratraldehyde', 'Veratric aldehyde', '3,4-Dimethoxybenzaldehyde']	['17098']	['5269']	['R04461', 'R11501']
C06914	['Clindamycin']	['3745']	['9131']	[]
C15674	['Myxothiazol A']	['25461']	['47205000']	[]
C01259	['(3S)-3-Hydroxy-N6,N6,N6-trimethyl-L-lysine']	['15786']	['4478']	['R03284', 'R03451']
C15437	['1,3,5-Triphenylcyclohexane']	['79936']	['17396434']	[]
C16765	['Citrinin']	['48707']	['96023289']	[]
C21207	['NDP-1-epi-valienol 7-phosphate']	[]	['315431322']	['R11246', 'R11247']
C16075	['(Z)-Phenylacetaldehyde oxime', 'Z-Phenylacetaldoxime']	['50723']	['47205385']	['R07638', 'R08652', 'R08653', 'R10041', 'R10637']
C17035	['Nigakilactone M']	['80877']	['96023514']	[]
C13244	['Antipyrine', 'Phenazone']	['31225']	['585988']	[]
C01792	['Chlordecone', 'Kepone']	['16548']	['4919']	['R03716']
C03106	['D-Galactosaminoglycan']	[]	['6002']	['R04146']
C09380	['Cassythine', 'Cassyfiline']	['3458']	['11571']	[]
C09382	['Costunolide', '(+)-Costunolide']	['3900']	['11573']	['R09575', 'R12132']
C07770	['Sulbactam']	['9321']	['9972']	[]
C14710	['Isobutyl alcohol', '2-Methyl-1-propanol', '1-Hydroxymethylpropane']	['46645']	['17395709']	[]
C03990	['Lithocholic acid', 'Lithocholate', '3alpha-Hydroxy-5beta-cholanate', '3alpha-Hydroxy-5beta-cholanic acid']	['16325']	['6705']	['R03978', 'R04139', 'R07203', 'R07206', 'R11145', 'R11539']
C11900	['Baccatin III']	['32898']	['14062']	['R06311', 'R06320', 'R08172']
C09774	["2'-O-Methylodoratol", 'Methylodoratol']	['847']	['11962']	[]
C17110	['Plocamene B']	['80936']	['96023583']	[]
C04682	['[Methylmalonyl-CoA:pyruvate carboxytransferase]', 'Holo-[methylmalonyl-CoA:pyruvate carboxytransferase]', 'Biotin-[methylmalonyl-CoA:pyruvate carboxytransferase]', 'Holo-[methylmalonyl-CoA-carboxyltransferase]', 'Biotin-[methylmalonyl-CoA-carboxyltransferase]']	[]	['7263']	['R04563']
C12835	['2,5-Dichloro-4-oxohex-2-enedioate']	['19373', '31074']	['583224']	['R06835', 'R06848']
C14205	['4-tert-Octylphenol', '4-t-Octylphenol', '4-(1,1,3,3-Tetramethylbutyl)phenol']	['34445']	['7847015']	[]
C17504	['Sugeonol']	['81140']	['96023850']	[]
C19077	['Fenuron-TCA', 'Fenuron TCA']	['82202']	['124489749']	[]
C02518	['4-Aminosalicylate', '4-Aminosalicylic acid']	['27565']	['5528']	[]
C13858	['1-O-Octadecyl-sn-glycerol', '1-O-Octadecylglycerol', 'Batyl alcohol', 'Glycerol octadecyl ether']	['34117', '74001']	['854103']	[]
C07455	['Nitroglycerin', 'Glyceryl trinitrate']	['28787']	['9658']	[]
C18014	["3,8'-Biflaviolin", "2,3',4,6',7,8'-Hexahydroxy-1,2'-binaphthalene-1',4',5,8-tetraone"]	['51837']	['96024234']	['R08913']
C19650	['Pseudosmilagenin', '(25R)-5beta-Furost-20(22)-ene-3beta,26-diol']	[]	['135626118']	[]
C07955	['Fluphenazine enanthate', 'Prolixin enanthate']	['5125']	['10156']	[]
C20953	['3-[(4R)-4-Hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate']	[]	['254741414']	['R10934', 'R11065']
C10342	['Embelin']	['4778']	['12528']	[]
C09866	['Huperzine B']	['5770']	['12052']	[]
C12417	['Auraviketone']	['31245']	['582807']	['R06676', 'R06677']
C19986	['Convalloside']	[]	['135626452']	[]
C15465	['6-Oxabicyclo[3.1.0]hexane-2-undecanoic acid methyl ester']	['79962']	['17396462']	[]
C21645	['(2R,3S)-2-Alkyl-3-hydroxyalkanoate']	[]	['350078222']	['R11774', 'R11775']
C20484	['9-cis-beta-Carotene']	['67188']	['163312221']	['R10282', 'R10557']
C01408	['Benzoin', '2-Hydroxy-1,2-diphenylethanone', 'Benzoin tincture']	['17682']	['4597']	['R00027']
C14454	['2,4,6-Tribromophenol']	['47696']	['17395454']	[]
C01706	['Haloalkene']	['5610']	['4844']	[]
C15700	['gamma-Glutamyl-gamma-aminobutyraldehyde']	['61521']	['47205026']	['R07415', 'R07417', 'R07418']
C20365	['Decyl oleate']	[]	['163312103']	[]
C15750	['Aeruginopeptin 917S-C']	['80078']	['47205076']	[]
C15087	['3-Hydroxyestra-1,3,5(10),7-tetraene-16,17-dione 16-oxime']	['79606']	['17396084']	[]
C19738	['(-)-gamma-Cadinene']	['63203']	['135626205']	['R09610']
C17903	['(+)-N-Methylpseudoephedrine']	['81373']	['96024134']	[]
C17044	['Pachymic acid']	['80885']	['96023522']	[]
C19490	['trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene', 'trans-DMBA-3,4-dihydrodiol']	['82518']	['124490162']	['R09417', 'R09418']
C00540	['Cinnamoyl-CoA', 'S-(Cinnamoyl) coenzyme A']	['15463']	['3821']	['R02255', 'R02505', 'R02506', 'R07987', 'R08815']
C03141	['N-Benzoylanthranilate', '2-Benzoylaminobenzoic acid']	['17331', '50037']	['6030']	['R02453']
C03768	['4-Substituted phenylacetate']	['1933']	['6524']	[]
C01800	['Deazaflavin', '5-Deazaflavin']	['4342']	['4926']	[]
C07056	['Isoproterenol', 'Isoprenaline']	['64317']	['9268']	[]
C15290	['2alpha,17beta-Dihydroxyandrost-4-en-3-one dipropionate', '2alpha-Hydroxytestosterone dipropionate']	['79792']	['17396287']	[]
C00643	['5-Hydroxy-L-tryptophan', 'Oxitriptan']	['17780']	['3916']	['R01814', 'R02700', 'R02701', 'R02702', 'R07213', 'R12542']
C11539	['Cobalt-precorrin 3']	['3791']	['13706']	['R05809', 'R08716']
C06550	['Arsonoacetate']	['28506']	['8779']	[]
C08821	['Isofucosterol', 'Delta5-Avenasterol']	['28604']	['11014']	['R07487', 'R07488']
C19690	['Glutathione amide disulfide']	[]	['135626158']	['R09561', 'R09563']
C04244	['6-Lactoyl-5,6,7,8-tetrahydropterin']	['17248']	['6909']	['R01813', 'R04285', 'R11762', 'R11766']
C06459	['N-Trimethyl-2-aminoethylphosphonate', '2-Trimethylaminoethylphosphonate']	['7347']	['8691']	['R02590', 'R02592']
C07085	['3-Vinylcatechol']	[]	['9296']	['R05354', 'R05404']
C10191	['Thymonin']	['9582']	['12377']	[]
C18307	['2-Methyl-3-oxoadipate']	['81658']	['103061489']	['R09224']
C02633	['20-Hydroxyecdysone', 'Crustecdysone', 'Ecdysterone']	['16587']	['5613']	['R02374', 'R08143']
C09913	['Verbenone']	['78315', '9955']	['12099']	[]
C04033	['1,3,6,8-Naphthalenetetrol', '1,3,6,8-Tetrahydroxynaphthalene']	['18365']	['6737']	['R02906', 'R10965']
C11577	['3-Methylgalangin', '5,7-Dihydroxy-3-methoxy-2-phenyl-4H-1-benzopyran-4-one']	['1602']	['13742']	[]
C16141	['(+)-Germacrene A', '(+)-(R)-Germacrene A']	['41595']	['47205451']	['R07649', 'R09549', 'R12128']
C10750	['Anagyrine']	['2699']	['12933']	[]
C14883	['(3beta,5alpha,11beta,17beta)-9-Fluoro-17-methylandrostane-3,11,17-triol', '9-Fluoro-17alpha-methyl-5alpha-androstane-3beta,11beta,17-triol']	['79410']	['17395881']	[]
C00476	['D-Lyxose']	['16789', '82838']	['3759']	['R01898']
C00556	['Benzyl alcohol', 'alpha-Hydroxytoluene', 'Benzenemethanol', 'Phenylmethanol', 'Phenylcarbinol', 'Hydroxymethylbenzene']	['17987']	['3836']	['R01763', 'R02550', 'R02551', 'R02552', 'R03612', 'R09528', 'R10473']
C20182	['(-)-delta-Cadinene', '(1R,8aS)-4,7-Dimethyl-1-(propan-2-yl)-1,2,3,5,6,8a-hexahydronaphthalene']	[]	['163311925']	['R09897']
C19252	['Magenta', 'Fuchsin', 'Rosaniline hydrochloride']	['87665']	['124489924']	[]
C10395	['Purpurin']	['8645']	['12581']	[]
C16532	['Tetracosenoyl-CoA', 'Nervonoyl-CoA', '(15Z)-Tetracosenoyl-CoA']	['74142']	['51090861']	['R08188']
C06165	['Macarpine']	['17101']	['8420']	['R04768']
C03086	["5'-Acylphosphouridine"]	[]	['5984']	[]
C02967	['DNA 5-methylcytosine', 'DNA containing 5-methylcytosine', '5-Methylcytosine (in DNA)']	[]	['5881']	['R00380', 'R04858', 'R11030']
C11189	['Hoechst 33342', 'Hoe 33342']	['51232']	['13370']	[]
C12072	['Gardneral']	['29586']	['14224']	[]
C01315	['(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(acetylthio)methyl-1-oxoprolyl]glycine benzyl ester']	[]	['4530']	[]
C03933	['5-D-Glutamyl-D-glutamyl-peptide', 'gamma-D-Glutamyl-D-glutamyl-peptide']	[]	['6660']	['R04012']
C06474	['3,6-Anhydrogalactose', '3,6-Anhydro-D-galactose']	['27861']	['8706']	[]
C14870	['2-Bromoacetaldehyde']	['34263']	['17395868']	['R07112', 'R07116']
C08419	['Glucoraphanin', '4-Methylsulfinylbutyl glucosinolate']	['79311']	['10615']	[]
C07875	['Butamben']	['3231']	['10077']	[]
C03918	['2,4-Dichloro-cis,cis-muconate']	['17365']	['6647']	['R04345', 'R05393', 'R05407']
C06770	['Actinomycin D', 'Dactinomycin']	['27666']	['8990']	[]
C01196	["3'-Hydroxyoligoribonucleotide"]	[]	['4421']	[]
C01698	['Galactogen']	['16883']	['4838']	['R03679']
C18856	['Flurecol']	['82015']	['124489528']	[]
C19930	['tert-Butylbicyclophosphorothionate', 'tert-Butylbicyclophosphorothioic acid', 'TBPS']	[]	['135626396']	[]
C21999	['Stearoyl-KDO2-lipid IVA', 'Octadecanoyl-KDO2-lipid IVA']	[]	['384585060']	['R12193', 'R12194']
C18308	['3,5-Dichloro-2-methylmuconolactone']	['81659']	['103061490']	['R09215', 'R09217']
C00077	['L-Ornithine', '(S)-2,5-Diaminovaleric acid', '(S)-2,5-Diaminopentanoic acid', '(S)-2,5-Diaminopentanoate']	['15729']	['3377']	['R00551', 'R00565', 'R00664', 'R00665', 'R00666', 'R00667', 'R00668', 'R00669', 'R00670', 'R00671', 'R00672', 'R01343', 'R01398', 'R01686', 'R01989', 'R02282', 'R03477', 'R05547', 'R10466', 'R10789', 'R10790', 'R10933', 'R11801', 'R12506']
C11711	['Succinylproline', 'Succinyl-L-proline']	['9308']	['13876']	[]
