Name	Identifiers_fuzzy	Identifiers_classic	Identifiers	ID	source	name	fuzzy	metaNet
11-hete	['34126', 'C14780', '72606']	['72606']	['34126', 'C14780', '72606']	MNXM33127	['CHEBI:72606', 'chebi:72606', 'lipidmaps:LMFA03060085', 'lipidmapsM:LMFA03060085']	11-hete	['34126', 'C14780', '72606']	['72606']
11-hete	['34126', 'C14780', '72606']	['72606']	['34126', 'C14780', '72606']	MNXM732978	['hmdb:HMDB0004682', 'lipidmaps:LMFA03060062', 'lipidmapsM:LMFA03060062']	11-hete	['34126', 'C14780', '72606']	[]
3alpha,7alpha-dihydroxy-5beta-cholestan-26-al	['27428', 'C05445']	['27428', 'C05445']	['27428', 'C05445']	MNXM1174	['CHEBI:27428', 'bigg.metabolite:xol7ah2al', 'biggM:xol7ah2al', 'chebi:27428', 'kegg.compound:C05445', 'keggC:C05445', 'lipidmaps:LMST04030162', 'lipidmapsM:LMST04030162', 'reactome:R-ALL-193435', 'reactomeM:R-ALL-193435', 'seed.compound:cpd03228', 'seedM:cpd03228']	3alpha,7alpha-dihydroxy-5beta-cholestan-26-al	['C05445', '27428']	['C05445', '27428']
tryptophanyl-glutamyl-tyrosine	[]	['164670']	['164670']	MNXM744932	['bigg.metabolite:trpglutyr', 'biggM:M_trpglutyr', 'biggM:trpglutyr']	tryptophanyl-glutamyl-tyrosine	['164670']	[]
selenomethionine se-oxide	['C05708', '28434']	['28434', 'C05708']	['C05708', '28434']	MNXM740528	['hmdb:HMDB0060257', 'hmdb:HMDB60257']	selenomethionine se-oxide	['C05708', '28434']	[]
selenomethionine se-oxide	['C05708', '28434']	['28434', 'C05708']	['C05708', '28434']	MNXM740529	['bigg.metabolite:C05708', 'biggM:C05708', 'biggM:M_C05708', 'kegg.compound:C05708', 'keggC:C05708', 'keggC:M_C05708', 'seed.compound:cpd03406', 'seedM:M_cpd03406', 'seedM:cpd03406']	selenomethionine se-oxide	['C05708', '28434']	['C05708']
selenomethionine se-oxide	['C05708', '28434']	['28434', 'C05708']	['C05708', '28434']	MNXM740530	['CHEBI:28434', 'chebi:26639', 'chebi:28434', 'chebi:9099']	selenomethionine se-oxide	['C05708', '28434']	['26639', '28434', '9099']
histone-l-lysine	['C02415', '5738']	['5738', 'C02415']	['C02415', '5738']	MNXM729230	['kegg.compound:C02415', 'keggC:C02415', 'keggC:M_C02415']	histone-l-lysine	['5738', 'C02415']	['C02415']
histone-l-lysine	['C02415', '5738']	['5738', 'C02415']	['C02415', '5738']	MNXM729238	['seed.compound:cpd12101', 'seedM:M_cpd12101', 'seedM:cpd12101']	histone-l-lysine	['5738', 'C02415']	[]
histone-l-lysine	['C02415', '5738']	['5738', 'C02415']	['C02415', '5738']	MNXM729244	['sabiork.compound:6195', 'sabiorkM:6195']	histone-l-lysine	['5738', 'C02415']	[]
glcnac-alpha-1,4-core 2	[]	[]	[]	MNXM18092	['bigg.metabolite:gncore2', 'biggM:M_gncore2', 'biggM:gncore2']	glcnac-alpha-1,4-core 2	[]	[]
3,7,10,13-hexadecatetraenoyl coenzyme a	[]	[]	[]	MNXM744428	['bigg.metabolite:3hexdtetcoa', 'biggM:3hexdtetcoa', 'biggM:M_3hexdtetcoa']	3,7,10,13-hexadecatetraenoyl coenzyme a	[]	[]
ibuprofen-r	['132922', '5855', '|CPD-15517|', '47835', 'C01588', '43415']	[]	['132922', '5855', '|CPD-15517|', '47835', 'C01588', '43415']	MNXM1093221	['bigg.metabolite:ibup__R', 'biggM:M_ibup__R', 'biggM:ibup__R']	ibuprofen-r	['C01588', '132922', '47835', '5855', 'CPD-15517', '43415']	[]
prolyl-arginyl-aspartate	[]	['162065']	['162065']	MNXM744848	['bigg.metabolite:proargasp', 'biggM:M_proargasp', 'biggM:proargasp']	prolyl-arginyl-aspartate	['162065']	[]
2-aminoacrylic acid	['17123']	['58020', 'C02218', '17123']	['58020', 'C02218', '17123']	MNXM734499	['CHEBI:17123', 'chebi:17123', 'hmdb:HMDB0003609', 'metacyc.compound:2-AMINOACRYLATE', 'metacycM:2-AMINOACRYLATE', 'seed.compound:cpd01495', 'seedM:cpd01495']	2-aminoacrylic acid	['C02218', '17123', '58020']	['2-AMINOACRYLATE', '17123']
17beta-estradiol-2,3-quinone	[]	[]	[]	MNXM150261	['bigg.metabolite:CE5250', 'biggM:CE5250', 'biggM:M_CE5250', 'hmdb:HMDB0060084', 'hmdb:HMDB60084']	17beta-estradiol-2,3-quinone	[]	[]
perillyl aldehyde	['|CPD-20030|', 'C02576', '15421', '|CPD-17083|']	['C02576', '15421']	['|CPD-20030|', 'C02576', '15421', '|CPD-17083|']	MNXM2149	['CHEBI:15421', 'bigg.metabolite:pylald', 'biggM:pylald', 'chebi:15421', 'envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/9f8658b6-b448-401b-991b-5302129fc2ce', 'envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/9f8658b6-b448-401b-991b-5302129fc2ce', 'hmdb:HMDB0003647', 'kegg.compound:C02576', 'keggC:C02576', 'lipidmaps:LMPR0102090010', 'lipidmapsM:LMPR0102090010', 'metacyc.compound:CPD-1084', 'metacycM:CPD-1084', 'seed.compound:cpd01686', 'seedM:cpd01686']	perillyl aldehyde	['15421', 'CPD-20030', 'CPD-17083', 'C02576']	['15421', 'C02576', 'CPD-1084']
octanoyl-acp	['7725', 'C05752']	['7725', 'C05752']	['7725', 'C05752']	MNXM728540	['seed.compound:cpd11470', 'seedM:M_cpd11470', 'seedM:cpd11470']	octanoyl-acp	['7725', 'C05752']	[]
octanoyl-acp	['7725', 'C05752']	['7725', 'C05752']	['7725', 'C05752']	MNXM728541	['seed.compound:cpd29428', 'seedM:M_cpd29428', 'seedM:cpd29428']	octanoyl-acp	['7725', 'C05752']	[]
threonyl-methionyl-arginine	[]	['164090']	['164090']	MNXM744913	['bigg.metabolite:thrmetarg', 'biggM:M_thrmetarg', 'biggM:thrmetarg']	threonyl-methionyl-arginine	['164090']	[]
(alpha-d-mannosyl)3-beta-d-mannosyl-diacetylchitodiphosphodolichol, human uterine homolog	[]	[]	[]	MNXM9446	['bigg.metabolite:m3mpdol_U', 'biggM:M_m3mpdol_U', 'biggM:m3mpdol_U']	(alpha-d-mannosyl)3-beta-d-mannosyl-diacetylchitodiphosphodolichol, human uterine homolog	[]	[]
4-(methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone	['82588', 'C19602']	['C19602', '82588']	['82588', 'C19602']	MNXM14691	['CHEBI:82588', 'chebi:82588', 'hmdb:HMDB0062375', 'hmdb:HMDB62375', 'kegg.compound:C19602', 'keggC:C19602', 'keggC:M_C19602', 'seed.compound:cpd20855', 'seedM:M_cpd20855', 'seedM:cpd20855']	4-(methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone	['82588', 'C19602']	['82588', 'C19602']
cholesterol-ester-11-docose	[]	[]	[]	MNXM1092240	['bigg.metabolite:M01457', 'biggM:M01457', 'biggM:M_M01457']	cholesterol-ester-11-docose	[]	[]
3-methoxy-acetaminophen	[]	[]	[]	MNXM1091856	['bigg.metabolite:3meacmp', 'biggM:3meacmp', 'biggM:M_3meacmp']	3-methoxy-acetaminophen	[]	[]
nonadecanoylcarnitine	['137651']	['165599']	['165599', '137651']	MNXM744585	['bigg.metabolite:M02611', 'biggM:M02611', 'biggM:M_M02611']	nonadecanoylcarnitine	['165599', '137651']	[]
4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol	['166681']	['166681']	['166681']	MNXM6859	['bigg.metabolite:M00937', 'biggM:M00937', 'hmdb:HMDB0062378', 'lipidmaps:LMST01010222', 'lipidmapsM:LMST01010222', 'metacyc.compound:CPD-4573', 'metacycM:CPD-4573', 'seed.compound:cpd24501', 'seedM:cpd24501']	4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol	['166681']	['CPD-4573']
phenylalanyl-tyrosinyl-lysine	[]	['161964']	['161964']	MNXM744847	['bigg.metabolite:phetyrlys', 'biggM:M_phetyrlys', 'biggM:phetyrlys']	phenylalanyl-tyrosinyl-lysine	['161964']	[]
3-decaprenyl-4-hydroxy-5-methoxybenzoate	['62796']	['62796', '50776']	['62796', '50776']	MNXM738089	['CHEBI:62796', 'bigg.metabolite:3dpdhb_me', 'biggM:3dpdhb_me', 'chebi:62796', 'hmdb:HMDB0060252', 'metacyc.compound:CPD-9897', 'metacycM:CPD-9897', 'seed.compound:cpd25896', 'seedM:cpd25896']	3-decaprenyl-4-hydroxy-5-methoxybenzoate	['62796', '50776']	['CPD-9897', '62796']
bromobenzene-2,3-oxide	['C14840', '34587']	['C14840', '34587']	['C14840', '34587']	MNXM4493	['CHEBI:34587', 'chebi:34587', 'hmdb:HMDB0060446', 'hmdb:HMDB60446', 'kegg.compound:C14840', 'keggC:C14840', 'keggC:M_C14840', 'seed.compound:cpd10537', 'seedM:M_cpd10537', 'seedM:cpd10537']	bromobenzene-2,3-oxide	['C14840', '34587']	['C14840', '34587']
12-oxo-leukotriene b4	['133309']	['27814', '133309', 'C05949']	['27814', '133309', 'C05949']	MNXM6635	['CHEBI:133309', 'CHEBI:27814', 'bigg.metabolite:CE4990', 'biggM:CE4990', 'biggM:M_CE4990', 'chebi:133309', 'chebi:19140', 'chebi:27814', 'chebi:742', 'hmdb:HMDB0004234', 'hmdb:HMDB0005086', 'hmdb:HMDB04234', 'hmdb:HMDB05086', 'kegg.compound:C05949', 'keggC:C05949', 'keggC:M_C05949', 'lipidmaps:LMFA03020024', 'lipidmapsM:LMFA03020024', 'reactome:R-ALL-2142810', 'reactomeM:R-ALL-2142810', 'seed.compound:cpd03538', 'seedM:M_cpd03538', 'seedM:cpd03538']	12-oxo-leukotriene b4	['27814', 'C05949', '133309']	['19140', '27814', '133309', '742', 'C05949']
2,6 dimethylheptanoyl carnitine	['84095']	['84843']	['84095', '84843']	MNXM1103756	['bigg.metabolite:dmhptcrn', 'biggM:dmhptcrn', 'hmdb:HMDB0006320', 'lipidmaps:LMFA07070029', 'lipidmapsM:LMFA07070029']	2,6 dimethylheptanoyl carnitine	['84095', '84843']	[]
d-xylonolactone	['15867', 'C02266']	['C02266', '32799', '15867']	['32799', '15867', 'C02266']	MNXM1737	['CHEBI:15867', 'bigg.metabolite:xylnact__D', 'biggM:xylnact__D', 'chebi:15867', 'hmdb:HMDB0011676', 'kegg.compound:C02266', 'keggC:C02266', 'metacyc.compound:CPD-360', 'metacycM:CPD-360', 'sabiork.compound:6102', 'sabiorkM:6102', 'seed.compound:cpd01527', 'seedM:cpd01527']	d-xylonolactone	['15867', 'C02266', '32799']	['15867', 'CPD-360', 'C02266']
keratan sulfate ii (core 2-linked), degradation product 7	[]	[]	[]	MNXM12002	['bigg.metabolite:ksii_core2_deg7', 'biggM:M_ksii_core2_deg7', 'biggM:ksii_core2_deg7']	keratan sulfate ii (core 2-linked), degradation product 7	[]	[]
7,12-dimethylbenz[a]anthracene 5,6-oxide	['82590', 'C19604']	['C19604', '82590']	['82590', 'C19604']	MNXM10395	['CHEBI:82590', 'chebi:82590', 'hmdb:HMDB0060422', 'hmdb:HMDB60422', 'kegg.compound:C19604', 'keggC:C19604', 'keggC:M_C19604', 'seed.compound:cpd20857', 'seedM:M_cpd20857', 'seedM:cpd20857']	7,12-dimethylbenz[a]anthracene 5,6-oxide	['82590', 'C19604']	['82590', 'C19604']
prostaglandin pgb2 glyceryl ester	[]	[]	[]	MNXM168923	['bigg.metabolite:CE5730', 'biggM:CE5730', 'biggM:M_CE5730']	prostaglandin pgb2 glyceryl ester	[]	[]
4-hydroperoxy-h4-neuroprostane	[]	[]	[]	MNXM163681	['bigg.metabolite:CE6444', 'biggM:CE6444', 'biggM:M_CE6444']	4-hydroperoxy-h4-neuroprostane	[]	[]
n,n-dimethylindoliumolate	[]	[]	[]	MNXM158251	['bigg.metabolite:CE6317', 'biggM:CE6317', 'biggM:M_CE6317', 'hmdb:HMDB0060063', 'hmdb:HMDB60063']	n,n-dimethylindoliumolate	[]	[]
3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl coenzyme a	['27505', 'C05460']	['C05460', '27505']	['27505', 'C05460']	MNXM733557	['hmdb:HMDB0006889']	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl coenzyme a	['27505', 'C05460']	[]
7,12-dimethylbenz[a]anthracene-3,4-oxide	[]	['82517', 'C19489']	['82517', 'C19489']	MNXM9729	['bigg.metabolite:CN0021', 'biggM:CN0021']	7,12-dimethylbenz[a]anthracene-3,4-oxide	['C19489', '82517']	[]
cholest-5-en-3beta-yl (15z-tetracosenoate)	[]	[]	[]	MNXM744569	['bigg.metabolite:M01465', 'biggM:M01465', 'biggM:M_M01465']	cholest-5-en-3beta-yl (15z-tetracosenoate)	[]	[]
beta-d-mannosyldiacetylchitobiosyldiphosphodolichol, human liver homolog	['58472', '18396', 'C05860']	['C05860']	['C05860', '18396', '58472']	MNXM148107	['bigg.metabolite:mpdol__L', 'biggM:M_mpdol__L', 'biggM:mpdol__L']	beta-d-mannosyldiacetylchitobiosyldiphosphodolichol, human liver homolog	['C05860', '18396', '58472']	[]
5(s)-hydroperoxyeicosatetraenoic acid	[]	['C05356', '57450', '15632', '90822', '91268']	['C05356', '57450', '91268', '15632', '90822']	MNXM730648	['hmdb:HMDB0001193']	5(s)-hydroperoxyeicosatetraenoic acid	['57450', 'C05356', '91268', '15632', '90822']	[]
keratan sulfate i biosynthesis, precursor 8	[]	[]	[]	MNXM11979	['bigg.metabolite:ksi_pre8', 'biggM:M_ksi_pre8', 'biggM:ksi_pre8']	keratan sulfate i biosynthesis, precursor 8	[]	[]
cholic acid 3-sulfate	[]	[]	[]	MNXM1092639	['bigg.metabolite:ca3s', 'biggM:M_ca3s', 'biggM:ca3s']	cholic acid 3-sulfate	[]	[]
leukoaminochrome	['74683']	['74683', 'C17756']	['74683', 'C17756']	MNXM741777	['CHEBI:74683', 'bigg.metabolite:CE5665', 'biggM:CE5665', 'biggM:M_CE5665', 'chebi:74683', 'hmdb:HMDB0012992', 'hmdb:HMDB12992', 'kegg.compound:C17756', 'keggC:C17756', 'keggC:M_C17756', 'seed.compound:cpd17853', 'seedM:M_cpd17853', 'seedM:cpd17853']	leukoaminochrome	['74683', 'C17756']	['74683', 'C17756']
keratan sulfate i, degradation product 21	[]	[]	[]	MNXM8792	['bigg.metabolite:ksi_deg21', 'biggM:M_ksi_deg21', 'biggM:ksi_deg21']	keratan sulfate i, degradation product 21	[]	[]
hydroiodic acid	['C05590', '43451']	['C05590', '43451']	['C05590', '43451']	MNXM730586	['CHEBI:43451', 'chebi:43451', 'hmdb:HMDB0059634', 'kegg.compound:C05590', 'keggC:C05590', 'reactome:R-ALL-622410', 'reactomeM:R-ALL-622410', 'seed.compound:cpd00534', 'seedM:cpd00534']	hydroiodic acid	['C05590', '43451']	['C05590', '43451']
protein n6-methyl-l-lysine	['8555', 'C05544']	['C05544', '8555']	['8555', 'C05544']	MNXM1089011	['bigg.metabolite:M00213', 'biggM:M00213', 'biggM:M_M00213']	protein n6-methyl-l-lysine	['8555', 'C05544']	[]
protein n6-methyl-l-lysine	['8555', 'C05544']	['C05544', '8555']	['8555', 'C05544']	MNXM741638	['CHEBI:10178', 'CHEBI:8555', 'chebi:10178', 'chebi:8555']	protein n6-methyl-l-lysine	['8555', 'C05544']	['8555', '10178']
protein n6-methyl-l-lysine	['8555', 'C05544']	['C05544', '8555']	['8555', 'C05544']	MNXM741639	['kegg.compound:C05544', 'keggC:C05544', 'keggC:M_C05544']	protein n6-methyl-l-lysine	['8555', 'C05544']	['C05544']
protein n6-methyl-l-lysine	['8555', 'C05544']	['C05544', '8555']	['8555', 'C05544']	MNXM741640	['seed.compound:cpd12736', 'seedM:M_cpd12736', 'seedM:cpd12736']	protein n6-methyl-l-lysine	['8555', 'C05544']	[]
ganglioside gm1	['G00109', '82938', '61048', '82639', '18216']	['18216', 'G00110', '61048', '82938', '82639', 'C04911']	['G00109', '82938', 'C04911', '61048', '82639', '18216', 'G00110']	MNXM722981	['bigg.metabolite:gm1_cho', 'biggM:M_gm1_cho', 'biggM:gm1_cho']	ganglioside gm1	['18216', '61048', 'C04911', 'G00109', 'G00110', '82938', '82639']	[]
ganglioside gm1	['G00109', '82938', '61048', '82639', '18216']	['18216', 'G00110', '61048', '82938', '82639', 'C04911']	['G00109', '82938', 'C04911', '61048', '82639', '18216', 'G00110']	MNXM724714	['SLM:000489933', 'slm:000489933']	ganglioside gm1	['18216', '61048', 'C04911', 'G00109', 'G00110', '82938', '82639']	[]
keratan sulfate i biosynthesis, precursor 27	[]	[]	[]	MNXM11964	['bigg.metabolite:ksi_pre27', 'biggM:M_ksi_pre27', 'biggM:ksi_pre27']	keratan sulfate i biosynthesis, precursor 27	[]	[]
2e,6z,9z,12z-octadecatetraenoyl coenzyme a	[]	[]	[]	MNXM744482	['bigg.metabolite:CE2437', 'biggM:CE2437', 'biggM:M_CE2437']	2e,6z,9z,12z-octadecatetraenoyl coenzyme a	[]	[]
argtyrval	[]	['159432']	['159432']	MNXM744635	['bigg.metabolite:argtyrval', 'biggM:M_argtyrval', 'biggM:argtyrval']	argtyrval	['159432']	[]
tryptophanyl-valyl-aspartate	[]	['164915']	['164915']	MNXM744954	['bigg.metabolite:trpvalasp', 'biggM:M_trpvalasp', 'biggM:trpvalasp']	tryptophanyl-valyl-aspartate	['164915']	[]
(gal)2 (galnac)1 (glc)1 (glcnac)1 (lfuc)1 (cer)1	['62650', '28471']	['G05720', 'G05712', 'G00054', 'C06132', '28471', 'G05666', '62650', 'G05594', 'G00042']	['C06132', '28471', 'G05666', '62650', 'G00054', 'G05712', 'G05594', 'G05720', 'G00042']	MNXM163978	['bigg.metabolite:acgalfuc12gal14acglcgalgluside_cho', 'biggM:M_acgalfuc12gal14acglcgalgluside_cho', 'biggM:acgalfuc12gal14acglcgalgluside_cho']	(gal)2 (galnac)1 (glc)1 (glcnac)1 (lfuc)1 (cer)1	['G00054', '62650', 'G00042', 'G05720', '28471', 'C06132', 'G05712', 'G05594', 'G05666']	[]
(gal)2 (galnac)1 (glc)1 (glcnac)1 (lfuc)1 (cer)1	['62650', '28471']	['G05720', 'G05712', 'G00054', 'C06132', '28471', 'G05666', '62650', 'G05594', 'G00042']	['C06132', '28471', 'G05666', '62650', 'G00054', 'G05712', 'G05594', 'G05720', 'G00042']	MNXM9469	['bigg.metabolite:acgalfuc12gal14acglcgalgluside_hs', 'biggM:M_acgalfuc12gal14acglcgalgluside_hs', 'biggM:acgalfuc12gal14acglcgalgluside_hs']	(gal)2 (galnac)1 (glc)1 (glcnac)1 (lfuc)1 (cer)1	['G00054', '62650', 'G00042', 'G05720', '28471', 'C06132', 'G05712', 'G05594', 'G05666']	[]
d-xylulose 1-phosphate	['27355']	['D-RIBULOSE-1-P', '28566', '71680', 'C06441', '71687']	['D-RIBULOSE-1-P', '71680', '71687', '28566', 'C06441', '27355']	MNXM164720	['sabiork.compound:23483', 'sabiorkM:23483']	d-xylulose 1-phosphate	['28566', '27355', 'D-RIBULOSE-1-P', '71680', '71687', 'C06441']	[]
d-xylulose 1-phosphate	['27355']	['D-RIBULOSE-1-P', '28566', '71680', 'C06441', '71687']	['D-RIBULOSE-1-P', '71680', '71687', '28566', 'C06441', '27355']	MNXM738646	['bigg.metabolite:xu1p__D', 'biggM:M_xu1p__D', 'biggM:xu1p__D']	d-xylulose 1-phosphate	['28566', '27355', 'D-RIBULOSE-1-P', '71680', '71687', 'C06441']	[]
tetradecadienoyl carnitine	['85451', '86069']	['86069']	['85451', '86069']	MNXM744905	['bigg.metabolite:tetdec2crn', 'biggM:M_tetdec2crn', 'biggM:tetdec2crn']	tetradecadienoyl carnitine	['86069', '85451']	[]
beta glucan-glycocholate complex	[]	[]	[]	MNXM164589	['bigg.metabolite:glgchlo', 'biggM:M_glgchlo', 'biggM:glgchlo']	beta glucan-glycocholate complex	[]	[]
4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone	['32692', '|CPD-21234|', 'C16453']	['C16453']	['32692', '|CPD-21234|', 'C16453']	MNXM5537	['kegg.compound:C16453', 'keggC:C16453', 'seed.compound:cpd15157', 'seedM:cpd15157']	4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone	['CPD-21234', '32692', 'C16453']	['C16453']
(galnac)1 (glcnac)1 (ser/thr)1	[]	['G00028', 'G00031']	['G00028', 'G00031']	MNXM1092270	['bigg.metabolite:M01871', 'biggM:M01871', 'biggM:M_M01871']	(galnac)1 (glcnac)1 (ser/thr)1	['G00031', 'G00028']	[]
(9e)-octadecenoic acid	['27997', 'C01712']	['C01712', '27997', '30825']	['27997', 'C01712', '30825']	MNXM727011	['sabiork.compound:2312', 'sabiorkM:2312']	(9e)-octadecenoic acid	['30825', 'C01712', '27997']	[]
(9e)-octadecenoic acid	['27997', 'C01712']	['C01712', '27997', '30825']	['27997', 'C01712', '30825']	MNXM727012	['CHEBI:27997', 'chebi:27997', 'kegg.compound:C01712', 'keggC:C01712', 'reactome:R-ALL-400481', 'reactomeM:R-ALL-400481', 'seed.compound:cpd01179', 'seedM:cpd01179']	(9e)-octadecenoic acid	['30825', 'C01712', '27997']	['C01712', '27997']
peptidylglycine	['C02303', '15959']	['C02303', '15959', '25921']	['C02303', '25921', '15959']	MNXM739071	['seed.compound:cpd12066', 'seedM:M_cpd12066', 'seedM:cpd12066']	peptidylglycine	['C02303', '15959', '25921']	[]
peptidylglycine	['C02303', '15959']	['C02303', '15959', '25921']	['C02303', '25921', '15959']	MNXM739072	['CHEBI:15959', 'chebi:14769', 'chebi:15959', 'chebi:8017']	peptidylglycine	['C02303', '15959', '25921']	['8017', '15959', '14769']
gm1-pool	[]	['G00110', '18216', '61048', 'G01438', '73110', 'C04911']	['G01438', 'C04911', '73110', '61048', '18216', 'G00110']	MNXM1103857	['bigg.metabolite:HC02161', 'biggM:HC02161', 'biggM:M_HC02161']	gm1-pool	['18216', 'G01438', '61048', 'C04911', '73110', 'G00110']	[]
decadienoyl coenzyme a	[]	['137593', 'CPD-15654', '62409', '62244', '29119']	['CPD-15654', '62244', '29119', '137593', '62409']	MNXM1104901	['bigg.metabolite:dec24dicoa', 'bigg.metabolite:decdicoa', 'biggM:M_dec24dicoa', 'biggM:M_decdicoa', 'biggM:dec24dicoa', 'biggM:decdicoa']	decadienoyl coenzyme a	['CPD-15654', '62409', '137593', '29119', '62244']	[]
2,4,7,10,13,16-docosahexenoyl coenzyme a	[]	[]	[]	MNXM744692	['bigg.metabolite:docohexcoa', 'biggM:M_docohexcoa', 'biggM:docohexcoa']	2,4,7,10,13,16-docosahexenoyl coenzyme a	[]	[]
leucyl-glycine	['74534', '133658', '|CPD0-2555|', 'C02037']	['74534']	['74534', '133658', '|CPD0-2555|', 'C02037']	MNXM727716	['hmdb:HMDB0028929']	leucyl-glycine	['CPD0-2555', '74534', 'C02037', '133658']	[]
leucyl-glycine	['74534', '133658', '|CPD0-2555|', 'C02037']	['74534']	['74534', '133658', '|CPD0-2555|', 'C02037']	MNXM727717	['CHEBI:74534', 'chebi:74534']	leucyl-glycine	['CPD0-2555', '74534', 'C02037', '133658']	['74534']
retinoyl glucuronide	['28870', 'C11061']	['C11061', '28870']	['28870', 'C11061']	MNXM737977	['hmdb:HMDB0003141']	retinoyl glucuronide	['28870', 'C11061']	[]
retinoyl glucuronide	['28870', 'C11061']	['C11061', '28870']	['28870', 'C11061']	MNXM1104600	['lipidmaps:LMPR01090051', 'lipidmapsM:LMPR01090051']	retinoyl glucuronide	['28870', 'C11061']	[]
retinoyl glucuronide	['28870', 'C11061']	['C11061', '28870']	['28870', 'C11061']	MNXM737979	['sabiork.compound:13139', 'sabiorkM:13139']	retinoyl glucuronide	['28870', 'C11061']	[]
retinoyl glucuronide	['28870', 'C11061']	['C11061', '28870']	['28870', 'C11061']	MNXM91293	['bigg.metabolite:retnglc', 'biggM:retnglc']	retinoyl glucuronide	['28870', 'C11061']	[]
cholest-5-en-3beta-yl hexadecanoate	['3663']	['3663', 'C11251']	['3663', 'C11251']	MNXM730833	['lipidmaps:LMST01020005', 'lipidmapsM:LMST01020005']	cholest-5-en-3beta-yl hexadecanoate	['3663', 'C11251']	[]
oxidized-adrenal-ferredoxin	['C00667']	['C00667']	['C00667']	MNXM1207	['hmdb:HMDB0062515']	oxidized-adrenal-ferredoxin	['C00667']	[]
1-palmitoylglycerophosphocholine	['28468', 'C04102']	['28468', 'C04102']	['28468', 'C04102']	MNXM727763	['CHEBI:28468', 'bigg.metabolite:pcholpalm_hs', 'biggM:pcholpalm_hs', 'chebi:28468', 'hmdb:HMDB0062541', 'kegg.compound:C04102', 'keggC:C04102', 'sabiork.compound:21180', 'sabiorkM:21180', 'seed.compound:cpd02533', 'seedM:cpd02533']	1-palmitoylglycerophosphocholine	['28468', 'C04102']	['28468', 'C04102']
iso-a2e(13-cis)	[]	['71980']	['71980']	MNXM156892	['bigg.metabolite:CE5752', 'biggM:CE5752', 'biggM:M_CE5752', 'hmdb:HMDB0060193', 'hmdb:HMDB60193']	iso-a2e(13-cis)	['71980']	[]
protein n6-(octanoyl)lysine	['80398', 'C16236']	['80398', 'C16236']	['80398', 'C16236']	MNXM4090	['CHEBI:80398', 'chebi:80398', 'kegg.compound:C16236', 'keggC:C16236', 'keggC:M_C16236', 'seed.compound:cpd14953', 'seedM:M_cpd14953', 'seedM:cpd14953']	protein n6-(octanoyl)lysine	['C16236', '80398']	['C16236', '80398']
cis-tetradec-7-enoyl-[acyl-carrier protein] (n-c14:1)	['53149', '76519']	[]	['53149', '76519']	MNXM162426	['bigg.metabolite:tdeACP', 'biggM:M_tdeACP', 'biggM:tdeACP']	cis-tetradec-7-enoyl-[acyl-carrier protein] (n-c14:1)	['76519', '53149']	[]
2-hydroxyphenylacetate	['|CPD-11495|', '19656', 'C05852', '28478', '62423']	['62423', '28478', '19656', 'C05852', 'CPD-11495']	['|CPD-11495|', '19656', 'C05852', 'CPD-11495', '28478', '62423']	MNXM2160	['CHEBI:62423', 'bigg.metabolite:2hyoxplac', 'biggM:2hyoxplac', 'chebi:62423', 'envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/450ae323-a033-4d27-871a-efd701ffc363', 'envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/450ae323-a033-4d27-871a-efd701ffc363', 'hmdb:HMDB0000669', 'kegg.compound:C05852', 'keggC:C05852', 'sabiork.compound:8207', 'sabiorkM:8207', 'seed.compound:cpd03480', 'seedM:cpd03480']	2-hydroxyphenylacetate	['19656', 'C05852', '62423', '28478', 'CPD-11495']	['62423', 'C05852']
psychosine	['C01747', '16874']	['C01747', '16874']	['C01747', '16874']	MNXM730889	['lipidmaps:LMSP07000001', 'lipidmapsM:LMSP07000001']	psychosine	['16874', 'C01747']	[]
4-oxo-9-cis-retinoyl-beta-glucuronide	[]	[]	[]	MNXM729398	['bigg.metabolite:CE5757', 'biggM:CE5757', 'biggM:M_CE5757']	4-oxo-9-cis-retinoyl-beta-glucuronide	[]	[]
4-oxo-9-cis-retinoyl-beta-glucuronide	[]	[]	[]	MNXM729399	['hmdb:HMDB0060122', 'hmdb:HMDB60122']	4-oxo-9-cis-retinoyl-beta-glucuronide	[]	[]
3-oxodocasa-cis,cis-13,16-dienoyl coenzyme a	[]	['87780', '71456', 'CPD-14276', '87564', '76375', '52325', '76459']	['87780', '71456', '87564', 'CPD-14276', '76459', '52325', '76375']	MNXM1102090	['bigg.metabolite:M00860', 'biggM:M00860']	3-oxodocasa-cis,cis-13,16-dienoyl coenzyme a	['87780', 'CPD-14276', '76459', '87564', '76375', '71456', '52325']	[]
