Name	Identifiers_fuzzy	Identifiers_classic	Identifiers	ID	source	name	fuzzy	metaNet
gamma-glutamylcysteine	['17515', 'C00669']	['17515', '24195', 'C00669']	['24195', '17515', 'C00669']	MNXM54306	['CHEBI:24195', 'chebi:24195']	gamma-glutamylcysteine	['24195', 'C00669', '17515']	['24195']
5-aminoimidazole ribonucleotide	['138560']	['40703', 'C03373', '5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE', '138560']	['138560', 'C03373', '5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE', '40703']	MNXM388	['CHEBI:138560', 'chebi:138560', 'hmdb:HMDB0001235', 'metacyc.compound:5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE', 'metacycM:5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE', 'seed.compound:cpd02140', 'seedM:cpd02140']	5-aminoimidazole ribonucleotide	['138560', '40703', '5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE', 'C03373']	['138560', '5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE']
5-aminoimidazole ribonucleotide	['138560']	['40703', 'C03373', '5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE', '138560']	['138560', 'C03373', '5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE', '40703']	MNXM499381	['seed.compound:cpd29971', 'seedM:cpd29971']	5-aminoimidazole ribonucleotide	['138560', '40703', '5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE', 'C03373']	[]
phosphoribosyl formamidocarboxamide	[]	[]	['C04734', '18381']	MNXM1104519	['hmdb:HMDB0001439']	phosphoribosyl formamidocarboxamide	['C04734', '18381']	[]
argininosuccinic acid	['C03406', '15682']	['40891']	['C03406', '40891', '15682']	MNXM722743	['hmdb:HMDB0000052']	argininosuccinic acid	['40891', 'C03406', '15682']	[]
3-keto-4-methylzymosterol	['C15816', '50593']	['50593', 'C15816']	['C15816', '50593']	MNXM730540	['CHEBI:50593', 'chebi:50593', 'kegg.compound:C15816', 'keggC:C15816', 'lipidmaps:LMST01010167', 'lipidmapsM:LMST01010167', 'metacyc.compound:CPD-4578', 'metacycM:CPD-4578', 'reactome:R-ALL-194667', 'reactomeM:R-ALL-194667', 'seed.compound:cpd14552', 'seedM:cpd14552']	3-keto-4-methylzymosterol	['50593', 'C15816']	['50593', 'C15816', 'CPD-4578']
3-keto-4-methylzymosterol	['C15816', '50593']	['50593', 'C15816']	['C15816', '50593']	MNXM730541	['hmdb:HMDB0006838']	3-keto-4-methylzymosterol	['50593', 'C15816']	[]
butyryl-[acyl-carrier protein]	['3247', 'C05745']	['C05745', '3247']	['3247', 'C05745']	MNXM728732	['CHEBI:3247', 'chebi:3247', 'kegg.compound:C05745', 'keggC:C05745', 'sabiork.compound:8105', 'sabiorkM:8105']	butyryl-[acyl-carrier protein]	['C05745', '3247']	['C05745', '3247']
butyryl-[acyl-carrier protein]	['3247', 'C05745']	['C05745', '3247']	['3247', 'C05745']	MNXM728734	['seed.compound:cpd11464', 'seedM:cpd11464']	butyryl-[acyl-carrier protein]	['C05745', '3247']	[]
mevalonic acid	['C00418', '36464', '17710']	['25351', '17710', 'C00418', '25350']	['25350', 'C00418', '36464', '25351', '17710']	MNXM1093361	['CHEBI:17710', 'chebi:17710', 'kegg.compound:C00418', 'keggC:C00418', 'lipidmaps:LMFA01050352', 'lipidmapsM:LMFA01050352', 'metacyc.compound:MEVALONATE', 'metacycM:MEVALONATE', 'reactome:R-ALL-191424', 'reactomeM:R-ALL-191424', 'seed.compound:cpd00332', 'seedM:cpd00332']	mevalonic acid	['25351', '36464', 'C00418', '25350', '17710']	['C00418', 'MEVALONATE', '17710']
mevalonic acid	['C00418', '36464', '17710']	['25351', '17710', 'C00418', '25350']	['25350', 'C00418', '36464', '25351', '17710']	MNXM734276	['CHEBI:25351', 'chebi:25351', 'hmdb:HMDB0000227', 'sabiork.compound:20969', 'sabiorkM:20969']	mevalonic acid	['25351', '36464', 'C00418', '25350', '17710']	['25351']
sedoheptulose 1,7-bisphosphate	['58335', '|D-SEDOHEPTULOSE-1-7-P2|', '17969', 'C00447']	['17969', 'C00447', '58335']	['17969', '58335', '|D-SEDOHEPTULOSE-1-7-P2|', 'C00447']	MNXM727890	['CHEBI:17969', 'CHEBI:58335', 'bigg.metabolite:HC00361', 'bigg.metabolite:s17bp', 'biggM:HC00361', 'biggM:M_HC00361', 'biggM:M_s17bp', 'biggM:s17bp', 'chebi:15072', 'chebi:17969', 'chebi:26620', 'chebi:58335', 'chebi:9081', 'hmdb:HMDB0060274', 'hmdb:HMDB60274', 'kegg.compound:C00447', 'keggC:C00447', 'keggC:M_C00447', 'metacyc.compound:D-SEDOHEPTULOSE-1-7-P2', 'metacycM:D-SEDOHEPTULOSE-1-7-P2', 'sabiork.compound:1339', 'sabiorkM:1339', 'seed.compound:cpd00349', 'seedM:M_cpd00349', 'seedM:cpd00349']	sedoheptulose 1,7-bisphosphate	['D-SEDOHEPTULOSE-1-7-P2', '58335', 'C00447', '17969']	['D-SEDOHEPTULOSE-1-7-P2', '58335', '26620', '15072', '17969', 'C00447', '9081']
ferrocytochrome c	['C00126', '16928']	['C00126', '16928']	['C00126', '16928']	MNXM731955	['bigg.metabolite:focytC', 'biggM:M_focytC', 'biggM:focytC', 'sabiork.compound:1937', 'sabiork.compound:2072', 'sabiorkM:1937', 'sabiorkM:2072']	ferrocytochrome c	['16928', 'C00126']	[]
ferrocytochrome c	['C00126', '16928']	['C00126', '16928']	['C00126', '16928']	MNXM731957	['kegg.compound:C00126', 'keggC:C00126', 'keggC:M_C00126']	ferrocytochrome c	['16928', 'C00126']	['C00126']
ferrocytochrome c	['C00126', '16928']	['C00126', '16928']	['C00126', '16928']	MNXM731975	['CHEBI:16928', 'chebi:14253', 'chebi:14256', 'chebi:16928', 'chebi:5038', 'chebi:8789']	ferrocytochrome c	['16928', 'C00126']	['14256', '5038', '8789', '16928', '14253']
tetrahydrofolic acid	['C00101', '15635', '20506']	['67016', 'C00101', '20506', '26907', '15635']	['C00101', '26907', '20506', '15635', '67016']	MNXM1103939	['hmdb:HMDB0001846', 'hmdb:HMDB0014264', 'hmdb:HMDB01846', 'hmdb:HMDB14264']	tetrahydrofolic acid	['C00101', '26907', '20506', '67016', '15635']	[]
tetrahydrofolic acid	['C00101', '15635', '20506']	['67016', 'C00101', '20506', '26907', '15635']	['C00101', '26907', '20506', '15635', '67016']	MNXM89609	['CHEBI:26907', 'CHEBI:67016', 'chebi:26907', 'chebi:67016']	tetrahydrofolic acid	['C00101', '26907', '20506', '67016', '15635']	['26907', '67016']
4'-formyl-5'-cholesta-8,24-dien-3'-ol	['52615', '146131', '|CPD-4580|']	[]	['|CPD-4580|', '146131', '52615']	MNXM1092232	['bigg.metabolite:M00959', 'biggM:M00959', 'biggM:M_M00959']	4'-formyl-5'-cholesta-8,24-dien-3'-ol	['52615', 'CPD-4580', '146131']	[]
3-oxododecanoyl-[acyl-carrier protein]	['1637', 'C05756']	['C05756', '1637']	['1637', 'C05756']	MNXM728596	['bigg.metabolite:3oddecACP', 'biggM:3oddecACP', 'biggM:M_3oddecACP']	3-oxododecanoyl-[acyl-carrier protein]	['1637', 'C05756']	[]
phosphoserine	['C01005', '45522', '15811', 'C02532', '37713']	['37712', 'C01005', '45522', '15811']	['C01005', '45522', '15811', '37712', 'C02532', '37713']	MNXM1101917	['CHEBI:45522', 'chebi:45522']	phosphoserine	['37712', '37713', '15811', 'C01005', 'C02532', '45522']	['45522']
phosphoserine	['C01005', '45522', '15811', 'C02532', '37713']	['37712', 'C01005', '45522', '15811']	['C01005', '45522', '15811', '37712', 'C02532', '37713']	MNXM379	['CHEBI:15811', 'CHEBI:37712', 'chebi:15811', 'chebi:37712', 'hmdb:HMDB0000272', 'hmdb:HMDB0001721', 'reactome:R-ALL-936706', 'reactomeM:R-ALL-936706', 'seed.compound:cpd00738', 'seedM:cpd00738']	phosphoserine	['37712', '37713', '15811', 'C01005', 'C02532', '45522']	['37712', '15811']
malonyl-[acyl-carrier protein]	['C01209', '17330']	['C01209', '17330', '58107']	['C01209', '17330', '58107']	MNXM731938	['sabiork.compound:5446', 'sabiorkM:5446']	malonyl-[acyl-carrier protein]	['C01209', '58107', '17330']	[]
dimethylallylpyrophosphate	['57623', 'C00235', '16057']	[]	['57623', 'C00235', '16057']	MNXM132	['hmdb:HMDB0001120']	dimethylallylpyrophosphate	['C00235', '16057', '57623']	[]
l-palmitoylcarnitine	['C02990', '17490']	['17490', 'C02990', 'CPD-419']	['CPD-419', 'C02990', '17490']	MNXM730426	['CHEBI:73067', 'CHEBI:94442', 'chebi:73067', 'chebi:94442', 'lipidmaps:LMFA07070079', 'lipidmaps:LMFA07070098', 'lipidmapsM:LMFA07070079', 'lipidmapsM:LMFA07070098']	l-palmitoylcarnitine	['17490', 'CPD-419', 'C02990']	['73067', '94442']
cytidine monophosphate	['50308', '17361', '60377', 'C00055', 'G10621']	[]	['50308', '17361', '60377', 'C00055', 'G10621']	MNXM1103303	['hmdb:HMDB0000095']	cytidine monophosphate	['50308', 'C00055', '17361', 'G10621', '60377']	[]
acetoacetyl-[acyl-carrier protein]	['2393', 'C05744']	['C05744', '2393']	['C05744', '2393']	MNXM727386	['CHEBI:2393', 'chebi:2393', 'kegg.compound:C05744', 'keggC:C05744', 'sabiork.compound:8104', 'sabiorkM:8104', 'seed.compound:cpd11488', 'seedM:cpd11488']	acetoacetyl-[acyl-carrier protein]	['2393', 'C05744']	['2393', 'C05744']
5,10-methenyltetrahydrofolic acid	['15638']	['57455', '15638', 'C00445']	['57455', 'C00445', '15638']	MNXM511	['hmdb:HMDB0001354', 'hmdb:HMDB0062623']	5,10-methenyltetrahydrofolic acid	['57455', 'C00445', '15638']	[]
3-oxohexanoyl-[acyl-carrier protein]	['1642', 'C05746']	['1642', 'C05746']	['1642', 'C05746']	MNXM728604	['bigg.metabolite:3ohexACP', 'biggM:3ohexACP', 'biggM:M_3ohexACP']	3-oxohexanoyl-[acyl-carrier protein]	['C05746', '1642']	[]
3-oxotetradecanoyl-[acyl-carrier protein]	['1655', 'C05759']	['1655', 'C05759']	['1655', 'C05759']	MNXM728614	['bigg.metabolite:3omrsACP', 'biggM:3omrsACP', 'biggM:M_3omrsACP']	3-oxotetradecanoyl-[acyl-carrier protein]	['1655', 'C05759']	[]
3-hydroxy-3-methylglutaryl-coa	['C00356', '15467', '43074', '|3-HYDROXY-3-METHYL-GLUTARYL-COA|']	['3-HYDROXY-3-METHYL-GLUTARYL-COA', '15467', 'C00356', '11814', '43074']	['C00356', '15467', '3-HYDROXY-3-METHYL-GLUTARYL-COA', '11814', '43074', '|3-HYDROXY-3-METHYL-GLUTARYL-COA|']	MNXM732188	['CHEBI:11814', 'chebi:11814', 'lipidmaps:LMFA07050209', 'lipidmapsM:LMFA07050209']	3-hydroxy-3-methylglutaryl-coa	['C00356', '15467', '43074', '3-HYDROXY-3-METHYL-GLUTARYL-COA', '11814']	['11814']
3-hydroxy-3-methylglutaryl-coa	['C00356', '15467', '43074', '|3-HYDROXY-3-METHYL-GLUTARYL-COA|']	['3-HYDROXY-3-METHYL-GLUTARYL-COA', '15467', 'C00356', '11814', '43074']	['C00356', '15467', '3-HYDROXY-3-METHYL-GLUTARYL-COA', '11814', '43074', '|3-HYDROXY-3-METHYL-GLUTARYL-COA|']	MNXM732190	['hmdb:HMDB0001375', 'hmdb:HMDB01375']	3-hydroxy-3-methylglutaryl-coa	['C00356', '15467', '43074', '3-HYDROXY-3-METHYL-GLUTARYL-COA', '11814']	[]
3-hydroxy-3-methylglutaryl-coa	['C00356', '15467', '43074', '|3-HYDROXY-3-METHYL-GLUTARYL-COA|']	['3-HYDROXY-3-METHYL-GLUTARYL-COA', '15467', 'C00356', '11814', '43074']	['C00356', '15467', '3-HYDROXY-3-METHYL-GLUTARYL-COA', '11814', '43074', '|3-HYDROXY-3-METHYL-GLUTARYL-COA|']	MNXM732191	['sabiork.compound:2029', 'sabiorkM:2029']	3-hydroxy-3-methylglutaryl-coa	['C00356', '15467', '43074', '3-HYDROXY-3-METHYL-GLUTARYL-COA', '11814']	[]
4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol	['17813', '|44-DIMETHYL-CHOLESTA-814-24-TRIENOL|', 'C11455']	['C11455', '17813']	['17813', 'C11455', '|44-DIMETHYL-CHOLESTA-814-24-TRIENOL|']	MNXM726167	['CHEBI:17813', 'SLM:000000313', 'bigg.metabolite:44mctr', 'biggM:44mctr', 'biggM:M_44mctr', 'chebi:11920', 'chebi:1743', 'chebi:17813', 'hmdb:HMDB0001023', 'hmdb:HMDB0006924', 'hmdb:HMDB01023', 'hmdb:HMDB06924', 'kegg.compound:C11455', 'keggC:C11455', 'keggC:M_C11455', 'lipidmaps:LMST01010149', 'lipidmapsM:LMST01010149', 'metacyc.compound:44-DIMETHYL-CHOLESTA-814-24-TRIENOL', 'metacycM:44-DIMETHYL-CHOLESTA-814-24-TRIENOL', 'reactome:R-ALL-194644', 'reactome:R-ALL-194681', 'reactomeM:R-ALL-194644', 'reactomeM:R-ALL-194681', 'seed.compound:cpd08302', 'seedM:M_cpd08302', 'seedM:cpd08302', 'slm:000000313']	4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol	['44-DIMETHYL-CHOLESTA-814-24-TRIENOL', '17813', 'C11455']	['17813', '1743', '11920', '44-DIMETHYL-CHOLESTA-814-24-TRIENOL', 'C11455']
adenosine triphosphate	['15422', 'C00002']	['C00002', '22258', '30616', '15422']	['22258', '15422', 'C00002', '30616']	MNXM3	['CHEBI:15422', 'chebi:15422', 'hmdb:HMDB0000538', 'sabiork.compound:34', 'sabiorkM:34']	adenosine triphosphate	['15422', 'C00002', '22258', '30616']	['15422']
tetradecanoyl-[acyl-carrier protein]	['C05761', '50651']	['C05761', '50651']	['C05761', '50651']	MNXM728548	['CHEBI:50651', 'chebi:50651', 'kegg.compound:C05761', 'keggC:C05761', 'sabiork.compound:8121', 'sabiorkM:8121', 'seed.compound:cpd11466', 'seedM:cpd11466']	tetradecanoyl-[acyl-carrier protein]	['50651', 'C05761']	['50651', 'C05761']
4'-carboxy-5'-cholesta-8,24-dien-3'-ol	['143575', '|CPD-4702|']	[]	['143575', '|CPD-4702|']	MNXM1092228	['bigg.metabolite:M00955', 'biggM:M00955', 'biggM:M_M00955']	4'-carboxy-5'-cholesta-8,24-dien-3'-ol	['CPD-4702', '143575']	[]
(r)-3-hydroxybutanoyl-[acyl-carrier protein]	['17570', 'C04618']	['C04618']	['17570', 'C04618']	MNXM728727	['bigg.metabolite:3hbutACP', 'biggM:3hbutACP', 'biggM:M_3hbutACP']	(r)-3-hydroxybutanoyl-[acyl-carrier protein]	['17570', 'C04618']	[]
(2e)-tetradecenoyl-[acp]	['10735', 'C05760']	['C05760', '10735']	['10735', 'C05760']	MNXM1091257	['rheaG:9647']	(2e)-tetradecenoyl-[acp]	['10735', 'C05760']	[]
(2e)-tetradecenoyl-[acp]	['10735', 'C05760']	['C05760', '10735']	['10735', 'C05760']	MNXM728724	['seed.compound:cpd11467', 'seedM:M_cpd11467', 'seedM:cpd11467']	(2e)-tetradecenoyl-[acp]	['10735', 'C05760']	[]
6-phosphonoglucono-d-lactone	['16938']	[]	['16938']	MNXM1104492	['hmdb:HMDB0001127']	6-phosphonoglucono-d-lactone	['16938']	[]
decanoyl-[acyl-carrier protein]	['C05755', '4349']	['C05755', '4349']	['C05755', '4349']	MNXM728616	['CHEBI:4349', 'chebi:4349', 'kegg.compound:C05755', 'keggC:C05755', 'keggC:M_C05755', 'metacyc.compound:Decanoyl-HmqF-Proteins', 'metacycM:Decanoyl-HmqF-Proteins', 'sabiork.compound:8115', 'sabiorkM:8115']	decanoyl-[acyl-carrier protein]	['4349', 'C05755']	['Decanoyl-HmqF-Proteins', '4349', 'C05755']
10-formyltetrahydrofolate	['15637', 'C00234']	['C00234', '15637']	['15637', 'C00234']	MNXM1102377	['sabiork.compound:1318', 'sabiorkM:1318']	10-formyltetrahydrofolate	['C00234', '15637']	[]
oxoglutaric acid	['16810', 'C00026', '30915']	['30915', 'C00026']	['16810', '30915', 'C00026']	MNXM20	['CHEBI:30915', 'chebi:30915', 'hmdb:HMDB0000208', 'kegg.compound:C00026', 'keggC:C00026', 'sabiork.compound:1922', 'sabiorkM:1922', 'seed.compound:cpd00024', 'seedM:cpd00024']	oxoglutaric acid	['C00026', '30915', '16810']	['C00026', '30915']
5'-phosphoribosyl-4-carboxy-5-aminoimidazole	['28413', 'C04751']	['C04751', '28413']	['28413', 'C04751']	MNXM737371	['CHEBI:28413', 'chebi:28413', 'hmdb:HMDB0006273', 'kegg.compound:C04751', 'keggC:C04751', 'metacyc.compound:PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE', 'metacycM:PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE', 'reactome:R-ALL-111395', 'reactomeM:R-ALL-111395', 'sabiork.compound:1894', 'sabiorkM:1894', 'seed.compound:cpd02893', 'seedM:cpd02893']	5'-phosphoribosyl-4-carboxy-5-aminoimidazole	['C04751', '28413']	['PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE', 'C04751', '28413']
orotic acid	['C00295', '16742']	['16742', '30839', 'C00295', 'OROTATE']	['C00295', '16742', '30839', 'OROTATE']	MNXM235	['CHEBI:16742', 'chebi:16742', 'hmdb:HMDB0000226', 'kegg.compound:C00295', 'keggC:C00295', 'metacyc.compound:OROTATE', 'metacycM:OROTATE', 'reactome:R-ALL-76632', 'reactomeM:R-ALL-76632', 'sabiork.compound:2009', 'sabiorkM:2009', 'seed.compound:cpd00247', 'seedM:cpd00247']	orotic acid	['30839', '16742', 'OROTATE', 'C00295']	['16742', 'OROTATE', 'C00295']
3-oxooctanoyl-[acyl-carrier protein]	['C05750', '1646']	['1646', 'C05750']	['C05750', '1646']	MNXM728608	['bigg.metabolite:3ooctACP', 'biggM:3ooctACP', 'biggM:M_3ooctACP']	3-oxooctanoyl-[acyl-carrier protein]	['1646', 'C05750']	[]
oxalacetic acid	['16452', '30744', 'C00036']	['C00036', 'OXALACETIC_ACID', '30744', '16452']	['16452', 'OXALACETIC_ACID', '30744', 'C00036']	MNXM46	['CHEBI:30744', 'chebi:30744', 'hmdb:HMDB0000223', 'kegg.compound:C00036', 'keggC:C00036', 'lipidmaps:LMFA01170120', 'lipidmapsM:LMFA01170120', 'metacyc.compound:OXALACETIC_ACID', 'metacycM:OXALACETIC_ACID', 'reactome:R-ALL-113587', 'reactome:R-ALL-76213', 'reactomeM:R-ALL-113587', 'reactomeM:R-ALL-76213', 'sabiork.compound:1915', 'sabiorkM:1915', 'seed.compound:cpd00032', 'seedM:cpd00032']	oxalacetic acid	['OXALACETIC_ACID', '30744', '16452', 'C00036']	['OXALACETIC_ACID', '30744', 'C00036']
folic acid	['27470', 'C00504']	['67011', '27470', 'CPD-12826', '62501', 'C00504', '37445']	['C00504', '27470', 'CPD-12826', '67011', '62501', '37445']	MNXM617	['CHEBI:27470', 'chebi:27470', 'hmdb:HMDB0000121', 'kegg.compound:C00504', 'keggC:C00504', 'metacyc.compound:CPD-12826', 'metacycM:CPD-12826', 'reactome:R-ALL-197965', 'reactome:R-ALL-200716', 'reactomeM:R-ALL-197965', 'reactomeM:R-ALL-200716', 'sabiork.compound:2063', 'sabiorkM:2063', 'seed.compound:cpd00393', 'seedM:cpd00393']	folic acid	['27470', '37445', '67011', 'CPD-12826', 'C00504', '62501']	['CPD-12826', 'C00504', '27470']
d-ribose 5-phosphate	['|CPD-15318|', '17797', '52742', '1235722', '140679', '|CPD-16551|', 'C00117', 'C03736']	['52742', '78346', '78679', 'CPD-15317', '58273', '17797', 'C00117']	['|CPD-15318|', '17797', '52742', '78346', '78679', '1235722', '140679', '58273', '|CPD-16551|', 'CPD-15317', 'C00117', 'C03736']	MNXM729958	['CHEBI:78679', 'chebi:78679', 'reactome:R-ALL-73578', 'reactomeM:R-ALL-73578']	d-ribose 5-phosphate	['C00117', '140679', 'CPD-16551', 'CPD-15317', '1235722', '78679', 'C03736', '52742', 'CPD-15318', '17797', '58273', '78346']	['78679']
oxidized glutathione	['17858', 'C00127']	['C00127', '17858']	['17858', 'C00127']	MNXM729384	['hmdb:HMDB0003337', 'hmdb:HMDB03337']	oxidized glutathione	['17858', 'C00127']	[]
l-malic acid	['15589', 'C00149', '30797']	['15589', 'MAL', 'C00149', '30797']	['15589', 'C00149', '30797', 'MAL']	MNXM98	['CHEBI:30797', 'chebi:30797', 'hmdb:HMDB0000156', 'kegg.compound:C00149', 'keggC:C00149', 'metacyc.compound:MAL', 'metacycM:MAL', 'reactome:R-ALL-113544', 'reactome:R-ALL-198498', 'reactomeM:R-ALL-113544', 'reactomeM:R-ALL-198498', 'sabiork.compound:1918', 'sabiorkM:1918', 'seed.compound:cpd00130', 'seedM:cpd00130']	l-malic acid	['MAL', '15589', '30797', 'C00149']	['MAL', '30797', 'C00149']
saicar	['18319', 'C04823']	['P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE', '18319', 'C04823']	['18319', 'P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE', 'C04823']	MNXM1104648	['CHEBI:18319', 'chebi:18319', 'hmdb:HMDB0000797', 'kegg.compound:C04823', 'keggC:C04823', 'metacyc.compound:P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE', 'metacycM:P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE', 'reactome:R-ALL-111399', 'reactomeM:R-ALL-111399', 'sabiork.compound:1893', 'sabiorkM:1893', 'seed.compound:cpd02921', 'seed.compound:cpd19032', 'seedM:cpd02921', 'seedM:cpd19032']	saicar	['C04823', '18319', 'P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE']	['C04823', '18319', 'P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE']
4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol	['87057', '|CPD-8607|']	[]	['87057', '|CPD-8607|']	MNXM6860	['bigg.metabolite:M00939', 'biggM:M00939', 'lipidmaps:LMST01010124', 'lipidmapsM:LMST01010124', 'metacyc.compound:CPD-4568', 'metacycM:CPD-4568', 'seed.compound:cpd24498', 'seedM:cpd24498']	4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol	['CPD-8607', '87057']	['CPD-4568']
4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol	['87057', '|CPD-8607|']	[]	['87057', '|CPD-8607|']	MNXM732526	['hmdb:HMDB0001242']	4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol	['CPD-8607', '87057']	[]
l-aspartic acid	['17053', 'C00049']	['29958', '29993', 'L-ASPARTATE', '17053', 'C00049', '29991']	['29958', '17053', 'C00049', '29991', 'L-ASPARTATE', '29993']	MNXM12780	['CHEBI:29958', 'chebi:29958']	l-aspartic acid	['C00049', '17053', '29958', '29991', 'L-ASPARTATE', '29993']	['29958']
l-aspartic acid	['17053', 'C00049']	['29958', '29993', 'L-ASPARTATE', '17053', 'C00049', '29991']	['29958', '17053', 'C00049', '29991', 'L-ASPARTATE', '29993']	MNXM735835	['CHEBI:17053', 'chebi:17053', 'hmdb:HMDB0000191', 'kegg.compound:C00049', 'keggC:C00049', 'metacyc.compound:L-ASPARTATE', 'metacycM:L-ASPARTATE', 'sabiork.compound:71', 'sabiorkM:71', 'seed.compound:cpd00041', 'seedM:cpd00041']	l-aspartic acid	['C00049', '17053', '29958', '29991', 'L-ASPARTATE', '29993']	['C00049', 'L-ASPARTATE', '17053']
orotidylic acid	['15842', 'C01103']	['15842', 'C01103']	['15842', 'C01103']	MNXM1103558	['CHEBI:15842', 'chebi:15842', 'hmdb:HMDB0000218', 'kegg.compound:C01103', 'keggC:C01103', 'metacyc.compound:OROTIDINE-5-PHOSPHATE', 'metacycM:OROTIDINE-5-PHOSPHATE', 'reactome:R-ALL-111629', 'reactomeM:R-ALL-111629', 'sabiork.compound:1700', 'sabiorkM:1700', 'seed.compound:cpd00810', 'seedM:cpd00810']	orotidylic acid	['15842', 'C01103']	['15842', 'C01103', 'OROTIDINE-5-PHOSPHATE']
4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol	['87060', '|CPD-8608|', '166681']	[]	['87060', '|CPD-8608|', '166681']	MNXM6859	['bigg.metabolite:M00937', 'biggM:M00937', 'hmdb:HMDB0062378', 'lipidmaps:LMST01010222', 'lipidmapsM:LMST01010222', 'metacyc.compound:CPD-4573', 'metacycM:CPD-4573', 'seed.compound:cpd24501', 'seedM:cpd24501']	4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol	['166681', 'CPD-8608', '87060']	['CPD-4573']
biomass	[]	[]	[]	BIOMASS	['BIOMASS', 'mnx:BIOMASS', 'seed.compound:cpd11416', 'seedM:M_cpd11416', 'seedM:cpd11416']	biomass	[]	[]
l-glutamic acid	['16015', 'C00025']	['C00025', '29985', '29988', '29972', '16015', 'GLT']	['29985', 'GLT', 'C00025', '29972', '29988', '16015']	MNXM331	['hmdb:HMDB0003339']	l-glutamic acid	['GLT', '29988', '16015', '29972', '29985', 'C00025']	[]
l-glutamic acid	['16015', 'C00025']	['C00025', '29985', '29988', '29972', '16015', 'GLT']	['29985', 'GLT', 'C00025', '29972', '29988', '16015']	MNXM59399	['CHEBI:29972', 'chebi:29972']	l-glutamic acid	['GLT', '29988', '16015', '29972', '29985', 'C00025']	['29972']
l-glutamic acid	['16015', 'C00025']	['C00025', '29985', '29988', '29972', '16015', 'GLT']	['29985', 'GLT', 'C00025', '29972', '29988', '16015']	MNXM741172	['hmdb:HMDB0060475']	l-glutamic acid	['GLT', '29988', '16015', '29972', '29985', 'C00025']	[]
l-glutamic acid	['16015', 'C00025']	['C00025', '29985', '29988', '29972', '16015', 'GLT']	['29985', 'GLT', 'C00025', '29972', '29988', '16015']	MNXM741173	['CHEBI:16015', 'chebi:16015', 'hmdb:HMDB0000148', 'kegg.compound:C00025', 'keggC:C00025', 'metacyc.compound:GLT', 'metacycM:GLT', 'sabiork.compound:73', 'sabiorkM:73', 'seed.compound:cpd00023', 'seedM:cpd00023']	l-glutamic acid	['GLT', '29988', '16015', '29972', '29985', 'C00025']	['16015', 'GLT', 'C00025']
